Merit,Department
1967,Dept. of Physics
1968,Dept. of Statistics
1969,Dept. of Geography and Environmental Studies
1974,Dept. of Electrical and Electronic Engineering
1978,Dept. of Geography and Environmental Studies
1980,Dept. of Physics
1981,Dept. of Physics
1982,Dept. of Zoology
1983,Dept. of Statistics
1985,Dept. of Zoology
1986,Dept. of Physics
1992,Dept. of Botany
1997,Dept. of Botany
2002,Dept. of Statistics
2010,Dept. of Zoology
2013,Dept. of Zoology
2019,Dept. of Psychology
2020,Dept. of Zoology
2021,Dept. of Statistics
2026,Dept. of Zoology
2028,Dept. of Botany
2033,Dept. of Botany
2042,Dept. of Botany
2044,Dept. of Electrical and Electronic Engineering
2045,Dept. of Zoology
2046,Dept. of Soil Science
2049,Dept. of Soil Science
2050,Dept. of Soil Science
2055,Dept. of Soil Science
2060,Dept. of Botany
2066,Dept. of Soil Science
2067,Dept. of Zoology
2068,Dept. of Botany
2069,Dept. of Geography and Environmental Studies
2070,Dept. of Electrical and Electronic Engineering
2074,Dept. of Oceanography
2077,Dept. of Soil Science
2078,Dept. of Botany
2082,Dept. of Botany
2088,Dept. of Oceanography
2089,Dept. of Geography and Environmental Studies
2096,Dept. of Electrical and Electronic Engineering
2098,Dept. of Psychology
2099,Dept. of Zoology
2100,Dept. of Oceanography
2102,Dept. of Soil Science
2104,Dept. of Oceanography
2109,Dept. of Oceanography
2110,Dept. of Soil Science
2116,Dept. of Soil Science
2117,Dept. of Zoology
2120,Dept. of Botany
2121,Dept. of Botany
2123,Dept. of Soil Science
2124,Dept. of Zoology
2125,Dept. of Botany
2126,Dept. of Soil Science
2127,Dept. of Botany
2128,Dept. of Zoology
2129,Dept. of Botany
2130,Dept. of Soil Science
2131,Dept. of Botany
2132,Dept. of Soil Science
2133,Dept. of Oceanography
2135,Dept. of Electrical and Electronic Engineering
2136,Dept. of Soil Science
2138,Dept. of Geography and Environmental Studies
2139,Dept. of Zoology
2140,Dept. of Oceanography
2141,Dept. of Psychology
2142,Dept. of Zoology
2143,Dept. of Oceanography
2144,Dept. of Botany
2145,Dept. of Geography and Environmental Studies
2146,Dept. of Psychology
2147,Dept. of Botany
2148,Dept. of Oceanography
2149,Dept. of Botany
2150,Dept. of Electrical and Electronic Engineering
2151,Dept. of Zoology
2153,Dept. of Oceanography
2154,Dept. of Botany
2155,Dept. of Geography and Environmental Studies
2156,Dept. of Zoology
2157,Dept. of Soil Science
2158,Dept. of Geography and Environmental Studies
2159,Dept. of Soil Science
2160,Dept. of Soil Science
2161,Dept. of Soil Science
2162,Dept. of Botany
2163,Dept. of Botany
2164,Dept. of Psychology
2165,Dept. of Geography and Environmental Studies
2166,Dept. of Soil Science
2167,Dept. of Soil Science
2168,Dept. of Electrical and Electronic Engineering
2169,Dept. of Geography and Environmental Studies
2170,Dept. of Electrical and Electronic Engineering
2171,Dept. of Soil Science
2172,Dept. of Soil Science
2173,Dept. of Psychology
2174,Dept. of Botany
2175,Dept. of Soil Science
2176,Dept. of Electrical and Electronic Engineering
2177,Dept. of Electrical and Electronic Engineering
2178,Dept. of Electrical and Electronic Engineering
2179,Dept. of Zoology
2180,Dept. of Zoology
2181,Dept. of Psychology
2182,Dept. of Soil Science
2183,Dept. of Soil Science
2184,Dept. of Zoology
2186,Dept. of Electrical and Electronic Engineering
2187,Dept. of Botany
2188,Dept. of Zoology
2189,Dept. of Electrical and Electronic Engineering
2190,Dept. of Geography and Environmental Studies
2191,Dept. of Botany
2192,Dept. of Soil Science
2193,Dept. of Soil Science
2194,Dept. of Zoology
2195,Dept. of Soil Science
2196,Dept. of Zoology
2197,Dept. of Soil Science
2198,Dept. of Botany
2199,Dept. of Botany
2200,Dept. of Soil Science
2201,Dept. of Botany
2202,Dept. of Soil Science
2203,Dept. of Zoology
2204,Dept. of Psychology
2205,Dept. of Botany
2206,Dept. of Psychology
2207,Dept. of Soil Science
2208,Dept. of Zoology
2209,Dept. of Soil Science
2211,Dept. of Electrical and Electronic Engineering
2212,Dept. of Zoology
2213,Dept. of Psychology
2214,Dept. of Psychology
2215,Dept. of Botany
2216,Dept. of Geography and Environmental Studies
2217,Dept. of Botany
2218,Dept. of Psychology
2219,Dept. of Psychology
2220,Dept. of Zoology
2221,Dept. of Botany
2222,Dept. of Electrical and Electronic Engineering
2223,Dept. of Botany
2224,Dept. of Botany
2225,Dept. of Botany
2227,Dept. of Botany
2228,Dept. of Zoology
2229,Dept. of Psychology
2230,Dept. of Electrical and Electronic Engineering
2231,Dept. of Botany
2232,Dept. of Electrical and Electronic Engineering
2233,Dept. of Zoology
2234,Dept. of Zoology
2235,Dept. of Zoology
2236,Dept. of Zoology
2237,Dept. of Geography and Environmental Studies
2238,Dept. of Botany
2239,Dept. of Botany
2240,Dept. of Zoology
2241,Dept. of Zoology
2242,Dept. of Geography and Environmental Studies
2243,Dept. of Botany
2244,Dept. of Botany
2245,Dept. of Botany
2246,Dept. of Botany
2247,Dept. of Botany
2248,Dept. of Electrical and Electronic Engineering
2249,Dept. of Geography and Environmental Studies
2250,Dept. of Geography and Environmental Studies
2251,Dept. of Zoology
2252,Dept. of Botany
2253,Dept. of Electrical and Electronic Engineering
2254,Dept. of Botany
2255,Dept. of Zoology
2256,Dept. of Geography and Environmental Studies
2257,Dept. of Botany
2258,Dept. of Geography and Environmental Studies
2259,Dept. of Geography and Environmental Studies
2260,Dept. of Botany
2261,Dept. of Zoology
2262,Dept. of Geography and Environmental Studies
2263,Dept. of Botany
2264,Dept. of Zoology
2265,Dept. of Geography and Environmental Studies
2266,Dept. of Geography and Environmental Studies
2267,Dept. of Botany
2268,Dept. of Botany
2269,Dept. of Geography and Environmental Studies
2270,Dept. of Botany
2271,Dept. of Botany
2272,Dept. of Geography and Environmental Studies
2273,Dept. of Electrical and Electronic Engineering
2274,Dept. of Geography and Environmental Studies
2275,Dept. of Botany
2276,Dept. of Botany
2277,Dept. of Botany
2278,Dept. of Botany
2279,Dept. of Zoology
2280,Dept. of Zoology
2281,Dept. of Zoology
2282,Dept. of Electrical and Electronic Engineering
2283,Dept. of Botany
2284,Dept. of Zoology
2285,Dept. of Zoology
2286,Dept. of Botany
2287,Dept. of Zoology
2288,Dept. of Zoology
2289,Dept. of Electrical and Electronic Engineering
2290,Dept. of Botany
2291,Dept. of Zoology
2292,Dept. of Electrical and Electronic Engineering
2293,Dept. of Botany
2294,Dept. of Electrical and Electronic Engineering
2295,Dept. of Zoology
2296,Dept. of Botany
2297,Dept. of Zoology
2298,Dept. of Botany
2299,Dept. of Botany
2300,Dept. of Botany
2301,Dept. of Botany
2302,Dept. of Botany
2303,Dept. of Botany
2304,Dept. of Electrical and Electronic Engineering
2305,Dept. of Zoology
2306,Dept. of Zoology
2307,Dept. of Zoology
2308,Dept. of Botany
2309,Dept. of Botany
2310,Dept. of Electrical and Electronic Engineering
2312,Dept. of Zoology
2313,Dept. of Botany
2314,Dept. of Electrical and Electronic Engineering
2315,Dept. of Zoology
2316,Dept. of Electrical and Electronic Engineering
2317,Dept. of Botany
2318,Dept. of Botany
2319,Dept. of Zoology
2320,Dept. of Botany
2321,Dept. of Zoology
2322,Dept. of Zoology
2323,Dept. of Zoology
2324,Dept. of Zoology
2325,Dept. of Botany
2326,Dept. of Zoology
2328,Dept. of Botany
2329,Dept. of Zoology
2330,Dept. of Zoology
2331,Dept. of Botany
2332,Dept. of Botany
2333,Dept. of Botany
2334,Dept. of Botany
2335,Dept. of Botany
2336,Dept. of Botany
2337,Dept. of Zoology
2338,Dept. of Zoology
2339,Dept. of Zoology
2340,Dept. of Botany
2341,Dept. of Zoology
2342,Dept. of Zoology
2343,Dept. of Zoology
2344,Dept. of Zoology
2345,Dept. of Zoology
2346,Dept. of Zoology
2347,Dept. of Zoology
2348,Dept. of Zoology
2349,Dept. of Zoology
2350,Dept. of Zoology
2351,Dept. of Zoology
2352,Dept. of Zoology
2353,Dept. of Zoology
2354,Dept. of Zoology
2356,Dept. of Zoology
2357,Dept. of Zoology
