Merit,Department
832,Dept. of Bangla
833,Dept. of Bangla
834,Dept. of History
836,Dept. of Bangla
841,Dept. of History
842,Dept. of History
843,Dept. of History
847,Dept. of History
856,Dept. of History
862,Dept. of History
864,Dept. of History
866,Dept. of History
869,Dept. of History
871,Dept. of History
874,Dept. of History
877,Dept. of Bangladesh Studies
883,Dept. of Islamic Studies
895,Dept. of History
903,Dept. of Islamic Studies
906,Dept. of History
907,Dept. of History
911,Dept. of History
914,Dept. of History
915,Dept. of History
917,Dept. of History
918,Dept. of History
923,Dept. of History
926,Dept. of History
927,Dept. of Arabic
928,Dept. of History
939,Dept. of Philosophy
940,Dept. of History
945,Dept. of History
947,Dept. of History
951,Dept. of History
952,Dept. of Islamic History and Culture
955,Dept. of History
956,Dept. of History
958,Dept. of History
961,Dept. of History
962,Dept. of History
964,Dept. of Philosophy
965,Institute of Education and Research
966,Dept. of History
969,Dept. of History
972,Dept. of History
977,Dept. of History
982,Dept. of History
993,Dept. of History
998,Dept. of History
999,Dept. of History
1002,Dept. of History
1005,Dept. of History
1006,Dept. of History
1007,Dept. of History
1022,Dept. of Islamic Studies
1024,Dept. of History
1028,Dept. of History
1030,Dept. of History
1031,Dept. of History
1032,Dept. of History
1035,Dept. of History
1036,Institute of Education and Research
1038,Dept. of History
1042,Dept. of History
1043,Dept. of History
1044,Institute of Education and Research
1047,Dept. of Philosophy
1049,Dept. of History
1050,Dept. of History
1051,Dept. of Islamic Studies
1053,Dept. of English
1060,Dept. of History
1065,Dept. of History
1068,Dept. of History
1073,Institute of Education and Research
1074,Dept. of History
1078,Institute of Education and Research
1079,Dept. of History
1082,Dept. of History
1083,Dept. of History
1084,Dept. of History
1086,Dept. of Islamic History and Culture
1090,Dept. of English
1096,Institute of Education and Research
1101,Dept. of History
1103,Dept. of History
1105,Dept. of History
1106,Dept. of Arabic
1107,Dept. of History
1114,Dept. of History
1119,Dept. of Philosophy
1120,Dept. of Islamic History and Culture
1122,Dept. of History
1124,Dept. of History
1125,Dept. of Islamic History and Culture
1127,Dept. of History
1128,Dept. of History
1129,Dept. of History
1130,Dept. of History
1135,Dept. of Islamic History and Culture
1136,Dept. of Islamic History and Culture
1137,Dept. of History
1140,Dept. of English
1144,Institute of Education and Research
1145,Institute of Education and Research
1147,Dept. of Islamic History and Culture
1150,Dept. of History
1151,Dept. of History
1155,Dept. of Islamic Studies
1160,Dept. of History
1161,Dept. of History
1162,Dept. of Islamic History and Culture
1165,Dept. of History
1166,Dept. of History
1167,Dept. of History
1169,Dept. of Islamic History and Culture
1171,Dept. of History
1172,Dept. of History
1174,Dept. of Islamic History and Culture
1179,Institute of Education and Research
1180,Dept. of Philosophy
1181,Dept. of English
1186,Dept. of Bangladesh Studies
1194,Dept. of Islamic History and Culture
1198,Institute of Education and Research
1200,Dept. of Philosophy
1205,Dept. of Islamic History and Culture
1208,Institute of Education and Research
1209,Dept. of Islamic History and Culture
1211,Institute of Education and Research
1212,Institute of Education and Research
1213,Dept. of Philosophy
1214,Institute of Education and Research
1216,Institute of Education and Research
1220,Dept. of Philosophy
1221,Dept. of Philosophy
1222,Dept. of Philosophy
1225,Dept. of Philosophy
1226,Dept. of Islamic History and Culture
1227,Dept. of Islamic Studies
1233,Dept. of Islamic History and Culture
1235,Dept. of Islamic History and Culture
1236,Dept. of English
1237,Institute of Education and Research
1239,Dept. of Bangladesh Studies
1245,Institute of Education and Research
1246,Institute of Education and Research
1250,Dept. of Islamic Studies
1252,Dept. of Islamic History and Culture
1254,Dept. of Islamic History and Culture
1256,Dept. of Islamic History and Culture
1257,Dept. of Islamic History and Culture
1259,Dept. of Islamic History and Culture
1260,Institute of Education and Research
1262,Dept. of Islamic History and Culture
1264,Institute of Education and Research
1266,Dept. of English
1267,Dept. of Islamic History and Culture
1268,Institute of Education and Research
1270,Institute of Education and Research
1273,Dept. of Bangladesh Studies
1278,Institute of Education and Research
1279,Dept. of Islamic History and Culture
1281,Dept. of Philosophy
1282,Dept. of Islamic History and Culture
1286,Dept. of Islamic History and Culture
1287,Dept. of Bangladesh Studies
1288,Dept. of Philosophy
1293,Dept. of Bangladesh Studies
1294,Dept. of Islamic History and Culture
1295,Dept. of Philosophy
1301,Dept. of Islamic History and Culture
1303,Dept. of Islamic History and Culture
1305,Dept. of Islamic History and Culture
1306,Dept. of Philosophy
1309,Dept. of Philosophy
1311,Dept. of Islamic History and Culture
1313,Dept. of Islamic History and Culture
1318,Dept. of Islamic History and Culture
1319,Dept. of Arabic
1322,Dept. of Philosophy
1323,Dept. of Islamic History and Culture
1324,Dept. of Philosophy
1335,Dept. of Islamic History and Culture
1338,Institute of Education and Research
1340,Institute of Education and Research
1343,Institute of Education and Research
1344,Dept. of English
1345,Institute of Education and Research
1347,Dept. of Philosophy
1348,Dept. of Islamic History and Culture
1350,Dept. of Islamic History and Culture
1352,Institute of Modern Languages
1353,Dept. of Islamic History and Culture
1358,Dept. of Bangladesh Studies
1359,Dept. of Bangladesh Studies
1360,Dept. of Bangladesh Studies
1361,Dept. of Philosophy
1362,Dept. of Islamic History and Culture
1363,Dept. of Bangladesh Studies
1365,Dept. of Islamic History and Culture
1367,Dept. of Islamic History and Culture
1369,Dept. of Philosophy
1373,Dept. of Philosophy
1374,Dept. of Islamic History and Culture
1380,Dept. of Islamic History and Culture
1381,Dept. of Philosophy
1384,Dept. of Philosophy
1386,Dept. of Islamic History and Culture
1387,Institute of Modern Languages
1391,Dept. of Arabic
1398,Dept. of Islamic History and Culture
1407,Dept. of Islamic History and Culture
1410,Dept. of Islamic History and Culture
1411,Dept. of Islamic History and Culture
1413,Dept. of Islamic History and Culture
1414,Dept. of Islamic History and Culture
1416,Dept. of Islamic History and Culture
1417,Institute of Education and Research
1419,Dept. of Philosophy
1421,Dept. of Bangladesh Studies
1424,Dept. of Arabic
1425,Dept. of Philosophy
1426,Dept. of Islamic History and Culture
1427,Dept. of Bangladesh Studies
1428,Dept. of Islamic History and Culture
1429,Dept. of Philosophy
1430,Dept. of Islamic History and Culture
1431,Dept. of Islamic History and Culture
1435,Dept. of Philosophy
1437,Dept. of Islamic History and Culture
1440,Dept. of Philosophy
1442,Dept. of Islamic History and Culture
1443,Dept. of Bangladesh Studies
1445,Institute of Education and Research
1446,Dept. of Islamic History and Culture
1453,Dept. of Islamic Studies
1456,Dept. of Islamic History and Culture
1457,Dept. of Philosophy
1458,Dept. of Islamic History and Culture
1468,Dept. of Philosophy
1470,Dept. of Islamic History and Culture
1473,Dept. of Bangladesh Studies
1474,Dept. of Bangladesh Studies
1479,Dept. of Islamic History and Culture
1481,Dept. of Philosophy
1482,Dept. of Islamic History and Culture
1483,Dept. of Islamic History and Culture
1485,Dept. of Philosophy
1486,Institute of Education and Research
1487,Dept. of Philosophy
1489,Institute of Education and Research
1490,Dept. of Philosophy
1492,Institute of Education and Research
1494,Dept. of Islamic History and Culture
1495,Dept. of Philosophy
1496,Institute of Education and Research
1507,Dept. of Philosophy
1508,Dept. of Bangladesh Studies
1513,Dept. of Islamic History and Culture
1515,Dept. of Philosophy
1519,Dept. of Islamic History and Culture
1521,Dept. of Islamic History and Culture
1522,Dept. of Philosophy
1523,Dept. of Islamic History and Culture
1524,Dept. of Bangladesh Studies
1526,Dept. of Islamic History and Culture
1529,Dept. of Islamic History and Culture
1530,Dept. of Bangladesh Studies
1531,Dept. of Islamic History and Culture
1534,Dept. of Islamic History and Culture
1535,Dept. of Bangladesh Studies
1537,Dept. of Islamic History and Culture
1539,Dept. of Islamic History and Culture
1544,Dept. of Islamic History and Culture
1545,Dept. of Islamic History and Culture
1546,Institute of Education and Research
1547,Dept. of Bangladesh Studies
1548,Dept. of Philosophy
1549,Dept. of Islamic History and Culture
1551,Dept. of Islamic History and Culture
1553,Dept. of Philosophy
1554,Dept. of Islamic History and Culture
1557,Dept. of Islamic History and Culture
1566,Dept. of Islamic History and Culture
1567,Dept. of Bangladesh Studies
1568,Dept. of Philosophy
1569,Dept. of Islamic History and Culture
1571,Dept. of Islamic History and Culture
1572,Dept. of Islamic History and Culture
1573,Dept. of Islamic History and Culture
1574,Dept. of Islamic History and Culture
1575,Dept. of Islamic History and Culture
1576,Dept. of Bangladesh Studies
1577,Dept. of Bangladesh Studies
1578,Dept. of Bangladesh Studies
1580,Dept. of Bangladesh Studies
1581,Dept. of Islamic History and Culture
1582,Dept. of Philosophy
1583,Dept. of Islamic History and Culture
1585,Dept. of Philosophy
1586,Dept. of Bangladesh Studies
1587,Dept. of Islamic History and Culture
1588,Dept. of Philosophy
1589,Dept. of Islamic History and Culture
1592,Dept. of Bangladesh Studies
1593,Dept. of Islamic History and Culture
1594,Dept. of Philosophy
1595,Dept. of Islamic History and Culture
1596,Dept. of Philosophy
1597,Dept. of Islamic Studies
1598,Dept. of Islamic History and Culture
1599,Dept. of Philosophy
1600,Dept. of Islamic History and Culture
1601,Dept. of Islamic History and Culture
1603,Dept. of Bangladesh Studies
1604,Dept. of Philosophy
1605,Dept. of Islamic History and Culture
1607,Dept. of Philosophy
1608,Dept. of Philosophy
1609,Dept. of Bangladesh Studies
1612,Dept. of Bangladesh Studies
1613,Dept. of Philosophy
1615,Dept. of Islamic History and Culture
1616,Dept. of Bangladesh Studies
1617,Dept. of Islamic History and Culture
1618,Dept. of Islamic History and Culture
1619,Dept. of Bangladesh Studies
1620,Dept. of Islamic History and Culture
1622,Dept. of Philosophy
1623,Institute of Education and Research
1626,Dept. of Islamic History and Culture
1628,Institute of Education and Research
1629,Dept. of Bangladesh Studies
1630,Dept. of Islamic History and Culture
1631,Dept. of Bangladesh Studies
1632,Dept. of Philosophy
1633,Dept. of Philosophy
1634,Dept. of Islamic History and Culture
1635,Dept. of Islamic History and Culture
1636,Dept. of Philosophy
1637,Dept. of Bangladesh Studies
1638,Dept. of Islamic History and Culture
1639,Dept. of Islamic History and Culture
1640,Dept. of Bangladesh Studies
1642,Dept. of Islamic History and Culture
1643,Dept. of Philosophy
1646,Dept. of Islamic History and Culture
1647,Institute of Education and Research
1649,Dept. of Philosophy
1650,Dept. of Philosophy
1651,Dept. of Philosophy
1652,Dept. of Philosophy
1654,Dept. of Islamic History and Culture
1655,Dept. of Philosophy
1656,Dept. of Philosophy
1658,Dept. of Bangladesh Studies
1659,Dept. of Bangladesh Studies
1661,Dept. of Philosophy
1662,Dept. of Bangladesh Studies
1663,Dept. of Philosophy
1665,Dept. of Bangladesh Studies
1667,Dept. of Philosophy
1668,Dept. of Bangladesh Studies
1672,Dept. of Arabic
1675,Dept. of Philosophy
1677,Dept. of Bangladesh Studies
1678,Dept. of Bangladesh Studies
1680,Institute of Education and Research
1681,Dept. of Bangladesh Studies
1682,Dept. of Philosophy
1683,Dept. of Bangladesh Studies
1684,Institute of Education and Research
1686,Dept. of Philosophy
1688,Dept. of Philosophy
1689,Dept. of Philosophy
1690,Dept. of Arabic
1692,Dept. of Philosophy
1693,Dept. of Philosophy
1694,Dept. of Arabic
1695,Dept. of Philosophy
1696,Dept. of Philosophy
1697,Dept. of Philosophy
1698,Dept. of Philosophy
1700,Dept. of Philosophy
1701,Dept. of Philosophy
1702,Dept. of Philosophy
1703,Dept. of Philosophy
1704,Dept. of Philosophy
1705,Dept. of Philosophy
1706,Dept. of Philosophy
1707,Dept. of Philosophy
1710,Dept. of Philosophy
1711,Dept. of Philosophy
1713,Dept. of Philosophy
1714,Dept. of Philosophy
1715,Dept. of Philosophy
1716,Dept. of Philosophy
1717,Dept. of Philosophy
1718,Dept. of Philosophy
1719,Dept. of Philosophy
1721,Dept. of Philosophy
1722,Dept. of Philosophy
1723,Dept. of Philosophy
1725,Dept. of Philosophy
1726,Dept. of Philosophy
1727,Dept. of Philosophy
1729,Dept. of Arabic
1730,Dept. of Philosophy
1731,Dept. of Philosophy
1732,Dept. of Philosophy
1733,Dept. of Philosophy
1734,Dept. of Persian Language & Literature
1735,Dept. of Philosophy
1736,Dept. of Philosophy
1737,Dept. of Philosophy
1738,Dept. of Philosophy
1739,Dept. of Philosophy
1741,Dept. of Philosophy
1742,Dept. of Islamic Studies
1743,Dept. of Philosophy
1744,Dept. of Philosophy
1745,Dept. of Philosophy
1746,Institute of Education and Research
1747,Institute of Education and Research
1748,Dept. of Philosophy
1749,Dept. of Islamic Studies
1753,Dept. of English
1754,Dept. of Islamic Studies
1757,Institute of Education and Research
1758,Dept. of Islamic Studies
1762,Dept. of Arabic
1763,Dept. of Sanskrit
1764,Dept. of Islamic Studies
1766,Dept. of Sanskrit
1767,Dept. of Persian Language & Literature
1768,Dept. of Sanskrit
1771,Dept. of Persian Language & Literature
1772,Dept. of Persian Language & Literature
1773,Dept. of Sanskrit
1774,Dept. of Persian Language & Literature
1775,Dept. of Persian Language & Literature
1776,Dept. of Persian Language & Literature
1777,Dept. of Sanskrit
1778,Dept. of Persian Language & Literature
1779,Dept. of Persian Language & Literature
1780,Dept. of Persian Language & Literature
1781,Dept. of Sanskrit
1782,Institute of Education and Research
1783,Institute of Education and Research
1784,Dept. of Pali
1786,Dept. of Persian Language & Literature
1789,Dept. of Persian Language & Literature
1791,Dept. of Persian Language & Literature
1794,Dept. of English
1795,Institute of Education and Research
1796,Dept. of Persian Language & Literature
1797,Institute of Education and Research
1798,Dept. of Persian Language & Literature
1799,Dept. of Islamic Studies
1801,Institute of Modern Languages
1802,Dept. of Persian Language & Literature
1803,Dept. of Persian Language & Literature
1804,Institute of Modern Languages
1806,Dept. of Persian Language & Literature
1807,Dept. of Persian Language & Literature
1808,Dept. of Persian Language & Literature
1809,Dept. of Persian Language & Literature
1810,Dept. of Persian Language & Literature
1811,Dept. of Persian Language & Literature
1812,Dept. of Persian Language & Literature
1813,Institute of Modern Languages
1815,Institute of Education and Research
1817,Institute of Education and Research
1818,Institute of Modern Languages
1820,Institute of Modern Languages
1821,Institute of Modern Languages
1823,Dept. of Persian Language & Literature
1825,Dept. of Persian Language & Literature
1827,Dept. of Persian Language & Literature
1828,Dept. of Persian Language & Literature
1829,Dept. of Pali
1830,Dept. of Persian Language & Literature
1831,Dept. of Persian Language & Literature
1832,Dept. of Persian Language & Literature
1833,Dept. of Sanskrit
1834,Dept. of Persian Language & Literature
1835,Dept. of Persian Language & Literature
1836,Dept. of Persian Language & Literature
1839,Dept. of Persian Language & Literature
1841,Dept. of Persian Language & Literature
1842,Dept. of Pali
1843,Dept. of Persian Language & Literature
1844,Dept. of Persian Language & Literature
1845,Dept. of Persian Language & Literature
1846,Dept. of Persian Language & Literature
1847,Dept. of Persian Language & Literature
1848,Dept. of Persian Language & Literature
1849,Dept. of Pali
1850,Dept. of Persian Language & Literature
1851,Dept. of Persian Language & Literature
1854,Institute of Modern Languages
1855,Dept. of Islamic Studies
1856,Dept. of Persian Language & Literature
1857,Dept. of Persian Language & Literature
1858,Dept. of Pali
1859,Dept. of Islamic Studies
1860,Dept. of Persian Language & Literature
1861,Institute of Modern Languages
1862,Dept. of Persian Language & Literature
1864,Dept. of Persian Language & Literature
1865,Dept. of Persian Language & Literature
1878,Institute of Modern Languages
1884,Institute of Modern Languages
1888,Institute of Modern Languages
1890,Institute of Modern Languages
1907,Dept. of Islamic Studies
1908,Dept. of Islamic Studies
1909,Institute of Modern Languages
1910,Institute of Modern Languages
1912,Dept. of Sanskrit
1913,Institute of Modern Languages
1920,Dept. of Islamic Studies
1923,Institute of Modern Languages
1930,Dept. of Sanskrit
1935,Institute of Modern Languages
1943,Dept. of Pali
1946,Institute of Education and Research
1947,Dept. of Sanskrit
1953,Dept. of Pali
1954,Dept. of English
1963,Dept. of English
1965,Institute of Modern Languages
1967,Dept. of Islamic Studies
1971,Dept. of Islamic Studies
1978,Dept. of Islamic Studies
1983,Institute of Modern Languages
1985,Institute of Modern Languages
1986,Institute of Modern Languages
1991,Dept. of English
2001,Institute of Modern Languages
2006,Institute of Modern Languages
2008,Dept. of Sanskrit
2010,Institute of Modern Languages
2014,Dept. of Sanskrit
2019,Institute of Modern Languages
2026,Institute of Modern Languages
2029,Institute of Modern Languages
2031,Dept. of Islamic Studies
2035,Dept. of Islamic Studies
2038,Dept. of Sanskrit
2055,Institute of Modern Languages
2073,Dept. of Islamic Studies
2080,Institute of Modern Languages
2087,Institute of Modern Languages
2093,Dept. of Islamic Studies
2095,Institute of Modern Languages
2096,Institute of Education and Research
2099,Institute of Modern Languages
2100,Institute of Modern Languages
2104,Dept. of Sanskrit
2105,Institute of Modern Languages
2108,Dept. of English
2109,Dept. of English
2110,Institute of Modern Languages
2115,Dept. of Islamic Studies
2120,Dept. of Arabic
2123,Dept. of Islamic Studies
2124,Institute of Modern Languages
2127,Dept. of Sanskrit
2140,Dept. of Sanskrit
2146,Dept. of Islamic Studies
2147,Institute of Modern Languages
2152,Dept. of Sanskrit
2159,Dept. of Sanskrit
2160,Institute of Education and Research
2164,Dept. of Sanskrit
2168,Dept. of Sanskrit
2186,Dept. of English
2187,Dept. of Arabic
2189,Dept. of Sanskrit
2194,Dept. of English
2207,Dept. of Islamic Studies
2225,Dept. of Pali
2235,Dept. of Sanskrit
2241,Dept. of Sanskrit
2249,Dept. of Islamic Studies
2250,Dept. of Arabic
2259,Dept. of Islamic Studies
2260,Dept. of Islamic Studies
2275,Dept. of Islamic Studies
2276,Dept. of English
2289,Dept. of Islamic Studies
2300,Dept. of Islamic Studies
2304,Dept. of Sanskrit
2309,Dept. of Islamic Studies
2310,Dept. of Islamic Studies
2323,Institute of Education and Research
2324,Dept. of Islamic Studies
2327,Dept. of Sanskrit
2333,Institute of Education and Research
2337,Dept. of Sanskrit
2355,Dept. of Islamic Studies
2356,Dept. of Islamic Studies
2367,Dept. of Islamic Studies
2368,Institute of Education and Research
2395,Institute of Education and Research
2401,Dept. of Sanskrit
2416,Dept. of Sanskrit
2419,Institute of Education and Research
2429,Dept. of Islamic Studies
2461,Dept. of Islamic Studies
2463,Dept. of Sanskrit
2472,Dept. of English
2487,Dept. of Sanskrit
2491,Dept. of Pali
2495,Dept. of Sanskrit
2505,Dept. of English
2517,Dept. of Islamic Studies
2525,Dept. of Sanskrit
2529,Dept. of English
2535,Dept. of Islamic Studies
2541,Dept. of Arabic
2543,Dept. of Arabic
2551,Dept. of Sanskrit
2558,Dept. of Sanskrit
2566,Dept. of Islamic Studies
2567,Dept. of Sanskrit
2568,Dept. of Islamic Studies
2569,Dept. of Sanskrit
2588,Dept. of Sanskrit
2591,Dept. of Sanskrit
2592,Dept. of English
2603,Dept. of Islamic Studies
2605,Dept. of Islamic Studies
2613,Dept. of Islamic Studies
2615,Institute of Education and Research
2616,Dept. of Sanskrit
2634,Dept. of Islamic Studies
2636,Institute of Education and Research
2641,Dept. of Sanskrit
2656,Dept. of Pali
2657,Dept. of English
2660,Dept. of Islamic Studies
2674,Dept. of Sanskrit
2682,Dept. of Sanskrit
2692,Institute of Education and Research
2709,Dept. of English
2713,Dept. of Sanskrit
2714,Dept. of Islamic Studies
2720,Dept. of English
2728,Dept. of Arabic
2732,Dept. of Sanskrit
2738,Dept. of Islamic Studies
2750,Dept. of Sanskrit
2753,Institute of Education and Research
2757,Institute of Education and Research
2762,Dept. of Islamic Studies
2767,Dept. of Islamic Studies
2768,Dept. of English
2769,Dept. of Islamic Studies
2779,Dept. of Islamic Studies
2793,Institute of Education and Research
2799,Dept. of Islamic Studies
2805,Dept. of Sanskrit
2811,Dept. of English
2816,Dept. of Sanskrit
2824,Dept. of Arabic
2825,Dept. of English
2827,Dept. of Arabic
2828,Dept. of English
2834,Institute of Education and Research
2863,Dept. of English
2882,Dept. of Islamic Studies
2883,Dept. of Sanskrit
2892,Dept. of Arabic
2905,Dept. of Sanskrit
2909,Dept. of Sanskrit
2915,Dept. of Sanskrit
2946,Dept. of Sanskrit
2949,Dept. of Sanskrit
2952,Dept. of Islamic Studies
2954,Institute of Education and Research
2955,Dept. of Sanskrit
2956,Dept. of Sanskrit
2960,Dept. of Arabic
2961,Dept. of Islamic Studies
2967,Dept. of Islamic Studies
2974,Institute of Education and Research
2978,Dept. of Sanskrit
2979,Dept. of Arabic
2991,Institute of Education and Research
2992,Dept. of Sanskrit
3015,Institute of Education and Research
3024,Dept. of Islamic Studies
3025,Dept. of Sanskrit
3030,Institute of Education and Research
3043,Dept. of Islamic Studies
3044,Dept. of Arabic
3049,Dept. of Islamic Studies
3054,Dept. of English
3059,Institute of Education and Research
3062,Institute of Education and Research
3063,Institute of Education and Research
3064,Dept. of Islamic Studies
3067,Institute of Education and Research
3076,Dept. of Islamic Studies
3080,Dept. of Islamic Studies
3085,Dept. of Arabic
3091,Institute of Education and Research
3100,Dept. of Arabic
3114,Institute of Education and Research
3131,Institute of Education and Research
3147,Dept. of Pali
3153,Dept. of Islamic Studies
3161,Dept. of Islamic Studies
3164,Dept. of Arabic
3165,Dept. of Islamic Studies
3173,Dept. of Islamic Studies
3174,Dept. of English
3188,Dept. of Islamic Studies
3221,Dept. of Islamic Studies
3225,Dept. of Islamic Studies
3231,Dept. of Islamic Studies
3238,Institute of Education and Research
3244,Dept. of English
3263,Institute of Education and Research
3265,Dept. of Islamic Studies
3270,Dept. of English
3271,Dept. of English
3285,Dept. of Islamic Studies
3292,Dept. of Islamic Studies
3293,Dept. of Islamic Studies
3297,Dept. of Islamic Studies
3301,Institute of Education and Research
3306,Dept. of Pali
3329,Institute of Education and Research
3337,Institute of Education and Research
3338,Dept. of Islamic Studies
3373,Institute of Education and Research
3374,Institute of Education and Research
3378,Dept. of Islamic Studies
3387,Dept. of Islamic Studies
3388,Dept. of Islamic Studies
3389,Dept. of Islamic Studies
3394,Dept. of Islamic Studies
3396,Dept. of Arabic
3398,Dept. of English
3410,Institute of Education and Research
3417,Dept. of Islamic Studies
3418,Dept. of Islamic Studies
3433,Dept. of Islamic Studies
3463,Dept. of Islamic Studies
3466,Dept. of Islamic Studies
3468,Dept. of Islamic Studies
3472,Dept. of Arabic
3478,Dept. of English
3490,Dept. of Islamic Studies
3501,Dept. of Arabic
3502,Dept. of Islamic Studies
3503,Dept. of Islamic Studies
3510,Institute of Education and Research
3511,Dept. of Sanskrit
3518,Institute of Education and Research
3547,Institute of Education and Research
3554,Institute of Education and Research
3585,Dept. of Islamic Studies
3594,Dept. of English
3615,Dept. of Arabic
3618,Dept. of Islamic Studies
3621,Dept. of Arabic
3630,Dept. of Arabic
3660,Dept. of Islamic Studies
3703,Dept. of Arabic
3704,Dept. of Arabic
3705,Dept. of Islamic Studies
3706,Dept. of Arabic
3708,Dept. of Arabic
3709,Dept. of Islamic Studies
3717,Dept. of Islamic Studies
3726,Dept. of Arabic
3738,Dept. of Islamic Studies
3739,Dept. of Pali
3743,Dept. of Islamic Studies
3761,Dept. of Islamic Studies
