Merit,Department
277,Dept. of Biochemistry and Molecular Biology
278,Dept. of Microbiology
279,Dept. of Electrical and Electronic Engineering
280,Dept. of Electrical and Electronic Engineering
282,Dept. of Biochemistry and Molecular Biology
283,Dept. of Electrical and Electronic Engineering
285,Dept. of Electrical and Electronic Engineering
286,Dept. of Electrical and Electronic Engineering
292,Dept. of Applied Chemistry and Chemical Engineering
295,Dept. of Biochemistry and Molecular Biology
296,Dept. of Electrical and Electronic Engineering
297,Dept. of Applied Chemistry and Chemical Engineering
298,Dept. of Applied Chemistry and Chemical Engineering
300,Dept. of Electrical and Electronic Engineering
301,Dept. of Chemistry
302,Dept. of Microbiology
303,Dept. of Electrical and Electronic Engineering
304,Dept. of Electrical and Electronic Engineering
305,Dept. of Biochemistry and Molecular Biology
306,Dept. of Electrical and Electronic Engineering
307,Dept. of Applied Chemistry and Chemical Engineering
308,Dept. of Electrical and Electronic Engineering
312,Dept. of Electrical and Electronic Engineering
313,Dept. of Electrical and Electronic Engineering
314,Dept. of Biochemistry and Molecular Biology
316,Dept. of Electrical and Electronic Engineering
317,Dept. of Electrical and Electronic Engineering
319,Dept. of Chemistry
321,Dept. of Electrical and Electronic Engineering
322,Dept. of Electrical and Electronic Engineering
323,Dept. of Electrical and Electronic Engineering
324,Dept. of Biochemistry and Molecular Biology
328,Dept. of Biochemistry and Molecular Biology
330,Dept. of Microbiology
331,Dept. of Electrical and Electronic Engineering
332,Dept. of Electrical and Electronic Engineering
333,Dept. of Electrical and Electronic Engineering
334,Dept. of Electrical and Electronic Engineering
335,Dept. of Electrical and Electronic Engineering
336,Dept. of Electrical and Electronic Engineering
337,Dept. of Microbiology
339,Dept. of Electrical and Electronic Engineering
340,Dept. of Electrical and Electronic Engineering
341,Dept. of Electrical and Electronic Engineering
342,Dept. of Electrical and Electronic Engineering
343,Dept. of Microbiology
346,Dept. of Microbiology
347,Dept. of Microbiology
349,Dept. of Applied Chemistry and Chemical Engineering
350,Dept. of Applied Chemistry and Chemical Engineering
351,Dept. of Microbiology
352,Dept. of Electrical and Electronic Engineering
353,Dept. of Microbiology
355,Dept. of Microbiology
356,Dept. of Microbiology
357,Dept. of Applied Chemistry and Chemical Engineering
358,Dept. of Microbiology
359,Dept. of Physics
362,Dept. of Applied Chemistry and Chemical Engineering
363,Dept. of Applied Chemistry and Chemical Engineering
364,Dept. of Microbiology
365,Dept. of Applied Chemistry and Chemical Engineering
366,Dept. of Applied Chemistry and Chemical Engineering
367,Dept. of Microbiology
369,Dept. of Microbiology
371,Dept. of Chemistry
372,Dept. of Applied Chemistry and Chemical Engineering
373,Dept. of Electrical and Electronic Engineering
374,Dept. of Microbiology
375,Dept. of Electrical and Electronic Engineering
376,Dept. of Microbiology
377,Dept. of Electrical and Electronic Engineering
379,Dept. of Microbiology
380,Dept. of Electrical and Electronic Engineering
381,Dept. of Electrical and Electronic Engineering
382,Dept. of Electrical and Electronic Engineering
384,Dept. of Microbiology
385,Dept. of Electrical and Electronic Engineering
386,Dept. of Electrical and Electronic Engineering
387,Dept. of Electrical and Electronic Engineering
388,Dept. of Electrical and Electronic Engineering
390,Dept. of Applied Chemistry and Chemical Engineering
391,Dept. of Microbiology
393,Dept. of Chemistry
394,Dept. of Microbiology
395,Dept. of Mathematics
396,Dept. of Mathematics
397,Dept. of Applied Chemistry and Chemical Engineering
398,Dept. of Microbiology
399,Dept. of Microbiology
401,Dept. of Microbiology
408,Dept. of Microbiology
409,Dept. of Applied Chemistry and Chemical Engineering
410,Dept. of Applied Chemistry and Chemical Engineering
411,Dept. of Applied Chemistry and Chemical Engineering
412,Dept. of Applied Chemistry and Chemical Engineering
413,Dept. of Applied Chemistry and Chemical Engineering
415,Dept. of Applied Chemistry and Chemical Engineering
416,Dept. of Chemistry
417,Dept. of Chemistry
418,Dept. of Chemistry
419,Dept. of Chemistry
420,Dept. of Chemistry
422,Dept. of Forestry
423,Dept. of Mathematics
424,Dept. of Chemistry
425,Dept. of Psychology
426,Dept. of Chemistry
427,Dept. of Chemistry
428,Dept. of Chemistry
430,Dept. of Forestry
432,Dept. of Physics
433,Dept. of Chemistry
435,Dept. of Chemistry
436,Dept. of Chemistry
442,Dept. of Chemistry
443,Dept. of Chemistry
444,Dept. of Chemistry
445,Institute of Marine Sciences
446,Dept. of Chemistry
447,Dept. of Chemistry
449,Dept. of Chemistry
450,Dept. of Chemistry
451,Dept. of Environmental Science
452,Dept. of Statistics
453,Dept. of Statistics
454,Dept. of Environmental Science
455,Dept. of Chemistry
457,Dept. of Chemistry
458,Dept. of Chemistry
459,Dept. of Chemistry
460,Dept. of Chemistry
461,Dept. of Chemistry
462,Dept. of Chemistry
464,Dept. of Chemistry
466,Dept. of Chemistry
468,Dept. of Physics
469,Dept. of Mathematics
470,Dept. of Chemistry
473,Dept. of Chemistry
476,Dept. of Chemistry
477,Dept. of Chemistry
478,Dept. of Chemistry
480,Dept. of Chemistry
481,Dept. of Mathematics
482,Dept. of Chemistry
483,Dept. of Chemistry
485,Dept. of Chemistry
486,Dept. of Chemistry
487,Dept. of Chemistry
488,Dept. of Chemistry
491,Dept. of Environmental Science
492,Dept. of Mathematics
494,Dept. of Chemistry
497,Dept. of Chemistry
498,Dept. of Chemistry
499,Dept. of Chemistry
500,Dept. of Chemistry
501,Dept. of Zoology
502,Dept. of Chemistry
503,Dept. of Forestry
505,Dept. of Chemistry
506,Dept. of Chemistry
507,Dept. of Chemistry
508,Dept. of Chemistry
509,Dept. of Chemistry
511,Dept. of Mathematics
512,Dept. of Chemistry
514,Dept. of Chemistry
516,Dept. of Chemistry
517,Dept. of Chemistry
520,Dept. of Chemistry
521,Dept. of Forestry
522,Dept. of Mathematics
523,Dept. of Chemistry
524,Dept. of Chemistry
526,Dept. of Chemistry
527,Dept. of Chemistry
528,Dept. of Mathematics
529,Dept. of Chemistry
530,Dept. of Forestry
531,Dept. of Chemistry
533,Dept. of Chemistry
534,Dept. of Chemistry
537,Dept. of Chemistry
538,Dept. of Chemistry
539,Dept. of Chemistry
541,Dept. of Botany
543,Dept. of Chemistry
545,Dept. of Chemistry
546,Dept. of Chemistry
547,Institute of Marine Sciences
549,Dept. of Chemistry
550,Dept. of Chemistry
551,Dept. of Chemistry
552,Dept. of Chemistry
554,Dept. of Chemistry
557,Dept. of Forestry
559,Dept. of Statistics
560,Dept. of Fisheries
561,Dept. of Chemistry
592,Dept. of Chemistry
562,Dept. of Chemistry
564,Dept. of Chemistry
565,Dept. of Statistics
566,Dept. of Forestry
569,Dept. of Chemistry
571,Dept. of Chemistry
572,Dept. of Forestry
573,Dept. of Psychology
576,Dept. of Chemistry
575,Dept. of Chemistry
577,Dept. of Chemistry
578,Dept. of Chemistry
579,Dept. of Physics
582,Dept. of Chemistry
583,Dept. of Chemistry
584,Dept. of Mathematics
586,Dept. of Chemistry
587,Dept. of Chemistry
590,Dept. of Chemistry
593,Dept. of Botany
594,Dept. of Chemistry
595,Dept. of Chemistry
596,Dept. of Forestry
597,Dept. of Chemistry
598,Dept. of Chemistry
599,Institute of Marine Sciences
600,Dept. of Forestry
605,Dept. of Chemistry
606,Dept. of Forestry
610,Dept. of Chemistry
611,Dept. of Chemistry
612,Dept. of Chemistry
613,Institute of Marine Sciences
615,Dept. of Chemistry
617,Dept. of Chemistry
619,Dept. of Mathematics
620,Dept. of Chemistry
623,Dept. of Chemistry
624,Dept. of Chemistry
625,Dept. of Chemistry
626,Dept. of Chemistry
627,Dept. of Statistics
628,Dept. of Mathematics
629,Dept. of Forestry
632,Dept. of Statistics
633,Dept. of Physics
634,Dept. of Physics
636,Dept. of Physics
637,Dept. of Forestry
638,Dept. of Forestry
639,Dept. of Forestry
641,Dept. of Physics
642,Dept. of Physics
646,Dept. of Forestry
647,Dept. of Forestry
649,Institute of Marine Sciences
650,Dept. of Mathematics
652,Dept. of Statistics
654,Dept. of Forestry
656,Dept. of Physics
657,Dept. of Statistics
659,Dept. of Forestry
660,Dept. of Forestry
662,Dept. of Forestry
664,Institute of Marine Sciences
665,Institute of Marine Sciences
666,Dept. of Forestry
667,Dept. of Mathematics
668,Dept. of Mathematics
669,Dept. of Physics
671,Dept. of Forestry
672,Dept. of Forestry
673,Institute of Marine Sciences
675,Dept. of Statistics
676,Dept. of Physics
677,Dept. of Forestry
678,Dept. of Statistics
679,Dept. of Fisheries
681,Dept. of Statistics
682,Dept. of Environmental Science
683,Dept. of Forestry
684,Dept. of Environmental Science
685,Dept. of Environmental Science
686,Dept. of Forestry
687,Dept. of Environmental Science
688,Dept. of Statistics
689,Dept. of Mathematics
690,Dept. of Forestry
697,Dept. of Mathematics
698,Dept. of Environmental Science
699,Dept. of Mathematics
701,Dept. of Mathematics
702,Dept. of Forestry
703,Dept. of Statistics
704,Dept. of Statistics
707,Dept. of Forestry
708,Dept. of Environmental Science
710,Dept. of Mathematics
711,Dept. of Physics
713,Dept. of Mathematics
714,Institute of Marine Sciences
716,Dept. of Mathematics
717,Dept. of Mathematics
718,Dept. of Mathematics
720,Dept. of Statistics
722,Dept. of Mathematics
724,Dept. of Mathematics
726,Dept. of Mathematics
727,Dept. of Forestry
728,Institute of Marine Sciences
729,Dept. of Mathematics
731,Dept. of Statistics
732,Dept. of Forestry
733,Dept. of Mathematics
735,Dept. of Forestry
736,Dept. of Forestry
739,Dept. of Mathematics
740,Dept. of Mathematics
741,Dept. of Forestry
743,Dept. of Mathematics
744,Dept. of Zoology
745,Dept. of Mathematics
748,Dept. of Environmental Science
749,Dept. of Statistics
750,Dept. of Mathematics
752,Dept. of Mathematics
754,Dept. of Mathematics
755,Dept. of Mathematics
756,Dept. of Statistics
757,Dept. of Mathematics
758,Institute of Marine Sciences
761,Dept. of Forestry
762,Dept. of Physics
763,Dept. of Botany
764,Dept. of Forestry
765,Dept. of Fisheries
768,Dept. of Forestry
770,Dept. of Mathematics
771,Dept. of Statistics
772,Dept. of Physics
773,Dept. of Oceanography
776,Dept. of Statistics
777,Dept. of Forestry
778,Dept. of Statistics
780,Dept. of Statistics
782,Dept. of Forestry
784,Dept. of Mathematics
785,Dept. of Statistics
786,Dept. of Mathematics
787,Dept. of Fisheries
789,Dept. of Mathematics
790,Dept. of Fisheries
795,Dept. of Statistics
796,Dept. of Mathematics
799,Dept. of Fisheries
801,Dept. of Physics
804,Dept. of Psychology
806,Dept. of Fisheries
808,Dept. of Physics
810,Dept. of Physics
812,Dept. of Mathematics
814,Dept. of Mathematics
816,Dept. of Mathematics
819,Dept. of Statistics
820,Dept. of Statistics
821,Dept. of Mathematics
822,Dept. of Botany
824,Dept. of Mathematics
825,Dept. of Physics
826,Dept. of Mathematics
830,Dept. of Physics
831,Dept. of Mathematics
832,Dept. of Fisheries
835,Dept. of Mathematics
836,Dept. of Statistics
840,Dept. of Statistics
842,Dept. of Physics
843,Dept. of Fisheries
844,Dept. of Statistics
845,Dept. of Fisheries
846,Dept. of Physics
847,Dept. of Mathematics
848,Dept. of Statistics
849,Dept. of Mathematics
850,Dept. of Fisheries
851,Dept. of Physics
854,Dept. of Statistics
855,Dept. of Mathematics
856,Dept. of Mathematics
859,Dept. of Mathematics
863,Dept. of Botany
865,Dept. of Fisheries
867,Dept. of Mathematics
871,Dept. of Mathematics
872,Dept. of Statistics
873,Dept. of Statistics
874,Dept. of Soil Science
875,Dept. of Fisheries
877,Dept. of Statistics
879,Dept. of Mathematics
880,Dept. of Environmental Science
881,Dept. of Fisheries
883,Dept. of Physics
884,Dept. of Physics
885,Dept. of Mathematics
886,Dept. of Fisheries
887,Dept. of Mathematics
892,Dept. of Mathematics
894,Institute of Marine Sciences
895,Dept. of Physics
896,Dept. of Fisheries
898,Dept. of Fisheries
899,Dept. of Physics
900,Dept. of Mathematics
901,Dept. of Mathematics
903,Dept. of Statistics
905,Dept. of Physics
906,Dept. of Fisheries
908,Dept. of Physics
909,Dept. of Physics
910,Dept. of Environmental Science
911,Dept. of Fisheries
916,Dept. of Mathematics
920,Dept. of Physics
921,Institute of Marine Sciences
922,Dept. of Environmental Science
924,Dept. of Environmental Science
925,Institute of Marine Sciences
926,Dept. of Environmental Science
927,Dept. of Environmental Science
928,Dept. of Physics
929,Dept. of Statistics
930,Dept. of Statistics
933,Dept. of Physics
935,Institute of Marine Sciences
936,Dept. of Mathematics
938,Dept. of Mathematics
939,Dept. of Environmental Science
941,Dept. of Mathematics
942,Dept. of Physics
944,Dept. of Physics
945,Dept. of Physics
946,Dept. of Fisheries
947,Dept. of Physics
948,Dept. of Mathematics
949,Dept. of Environmental Science
950,Institute of Marine Sciences
951,Dept. of Mathematics
953,Institute of Marine Sciences
954,Dept. of Physics
955,Dept. of Mathematics
957,Dept. of Statistics
959,Dept. of Statistics
961,Dept. of Statistics
962,Dept. of Statistics
963,Dept. of Statistics
964,Dept. of Fisheries
967,Dept. of Mathematics
968,Dept. of Statistics
970,Dept. of Statistics
971,Dept. of Environmental Science
972,Dept. of Environmental Science
975,Institute of Marine Sciences
976,Dept. of Fisheries
977,Dept. of Mathematics
979,Dept. of Physics
980,Dept. of Fisheries
981,Dept. of Mathematics
982,Dept. of Botany
983,Dept. of Physics
984,Dept. of Fisheries
985,Dept. of Botany
986,Dept. of Statistics
987,Dept. of Physics
988,Dept. of Physics
991,Dept. of Mathematics
993,Dept. of Environmental Science
995,Dept. of Physics
996,Institute of Marine Sciences
997,Dept. of Statistics
998,Dept. of Statistics
999,Dept. of Statistics
1000,Institute of Marine Sciences
1002,Dept. of Botany
1003,Institute of Marine Sciences
1004,Dept. of Mathematics
1005,Dept. of Environmental Science
1006,Institute of Marine Sciences
1007,Institute of Marine Sciences
1011,Dept. of Physics
1012,Dept. of Statistics
1018,Dept. of Environmental Science
1019,Institute of Marine Sciences
1020,Dept. of Statistics
1023,Dept. of Mathematics
1024,Dept. of Physics
1025,Dept. of Botany
1026,Institute of Marine Sciences
1027,Institute of Marine Sciences
1028,Dept. of Physics
1029,Dept. of Physics
1034,Dept. of Physics
1035,Dept. of Mathematics
1036,Dept. of Statistics
1039,Dept. of Environmental Science
1043,Dept. of Statistics
1045,Dept. of Environmental Science
1046,Institute of Marine Sciences
1047,Dept. of Mathematics
1048,Dept. of Mathematics
1049,Dept. of Environmental Science
1057,Dept. of Physics
1059,Dept. of Mathematics
1062,Dept. of Physics
1063,Dept. of Environmental Science
1064,Dept. of Statistics
1065,Institute of Marine Sciences
1066,Dept. of Statistics
1067,Dept. of Environmental Science
1068,Dept. of Statistics
1069,Dept. of Environmental Science
1070,Dept. of Botany
1072,Dept. of Statistics
1073,Dept. of Mathematics
1074,Dept. of Mathematics
1075,Dept. of Mathematics
1076,Dept. of Physics
1077,Dept. of Physics
1080,Dept. of Physics
1081,Dept. of Physics
1082,Dept. of Environmental Science
1084,Dept. of Statistics
1085,Dept. of Mathematics
1087,Dept. of Physics
1089,Dept. of Mathematics
1090,Dept. of Mathematics
1091,Dept. of Environmental Science
1097,Dept. of Statistics
1098,Dept. of Physics
1133,Dept. of Physics
1100,Dept. of Environmental Science
1101,Dept. of Environmental Science
1102,Dept. of Mathematics
1104,Dept. of Mathematics
1105,Institute of Marine Sciences
1106,Dept. of Physics
1108,Institute of Marine Sciences
1109,Dept. of Physics
1110,Dept. of Physics
1112,Institute of Marine Sciences
1114,Dept. of Physics
1115,Dept. of Environmental Science
1116,Dept. of Environmental Science
1119,Dept. of Physics
1121,Dept. of Statistics
1124,Dept. of Physics
1126,Dept. of Botany
1127,Dept. of Mathematics
1128,Dept. of Mathematics
1130,Dept. of Statistics
1131,Dept. of Statistics
1132,Dept. of Physics
1134,Dept. of Soil Science
1135,Dept. of Botany
1136,Dept. of Mathematics
1138,Dept. of Physics
1140,Dept. of Mathematics
1141,Dept. of Physics
1142,Dept. of Statistics
1144,Institute of Marine Sciences
1146,Dept. of Statistics
1147,Dept. of Physics
1148,Institute of Marine Sciences
1149,Dept. of Mathematics
1150,Dept. of Mathematics
1151,Dept. of Mathematics
1153,Dept. of Physics
1154,Institute of Marine Sciences
1155,Dept. of Mathematics
1156,Dept. of Statistics
1157,Dept. of Mathematics
1158,Dept. of Physics
1159,Dept. of Mathematics
1160,Dept. of Physics
1161,Institute of Marine Sciences
1164,Dept. of Statistics
1165,Dept. of Physics
1168,Dept. of Physics
1169,Dept. of Physics
1170,Dept. of Statistics
1172,Institute of Marine Sciences
1173,Dept. of Physics
1174,Dept. of Zoology
1175,Dept. of Physics
1176,Dept. of Mathematics
1177,Dept. of Physics
1179,Dept. of Botany
1181,Dept. of Physics
1183,Dept. of Physics
1184,Institute of Marine Sciences
1185,Dept. of Statistics
1186,Dept. of Physics
1187,Dept. of Mathematics
1190,Dept. of Geography and Environmental Studies
1192,Dept. of Statistics
1193,Dept. of Oceanography
1195,Dept. of Mathematics
1197,Dept. of Mathematics
1200,Dept. of Mathematics
1203,Dept. of Statistics
1204,Dept. of Physics
1205,Dept. of Geography and Environmental Studies
1206,Dept. of Statistics
1207,Dept. of Mathematics
1208,Dept. of Statistics
1210,Dept. of Physics
1211,Dept. of Mathematics
1213,Dept. of Botany
1214,Dept. of Mathematics
1215,Dept. of Mathematics
1216,Dept. of Mathematics
1217,Dept. of Physics
1218,Dept. of Statistics
1219,Institute of Marine Sciences
1222,Dept. of Physics
1223,Dept. of Statistics
1226,Dept. of Physics
1228,Dept. of Statistics
1229,Dept. of Physics
1230,Dept. of Physics
1232,Dept. of Botany
1233,Dept. of Physics
1234,Dept. of Botany
1235,Dept. of Soil Science
1236,Institute of Marine Sciences
1239,Dept. of Botany
1240,Dept. of Physics
1242,Dept. of Physics
1244,Dept. of Statistics
1245,Dept. of Statistics
1246,Dept. of Physics
1247,Institute of Marine Sciences
1248,Dept. of Physics
1252,Dept. of Physics
1257,Dept. of Physics
1258,Dept. of Statistics
1259,Dept. of Statistics
1261,Dept. of Geography and Environmental Studies
1263,Dept. of Statistics
1265,Dept. of Statistics
1266,Dept. of Statistics
1268,Dept. of Statistics
1269,Dept. of Physics
1270,Dept. of Physics
1274,Dept. of Statistics
1276,Dept. of Statistics
1277,Dept. of Physics
1281,Dept. of Statistics
1282,Dept. of Physics
1283,Dept. of Physics
1284,Dept. of Statistics
1285,Dept. of Physics
1286,Dept. of Psychology
1288,Dept. of Statistics
1289,Dept. of Soil Science
1290,Dept. of Soil Science
1291,Dept. of Physics
1292,Dept. of Physics
1293,Dept. of Physics
1295,Dept. of Statistics
1297,Dept. of Botany
1298,Dept. of Zoology
1299,Dept. of Physics
1300,Dept. of Physics
1303,Dept. of Statistics
1304,Dept. of Physics
1305,Dept. of Statistics
1306,Dept. of Statistics
1307,Dept. of Statistics
1308,Dept. of Physics
1310,Dept. of Statistics
1312,Dept. of Statistics
1314,Dept. of Psychology
1316,Dept. of Physics
1317,Dept. of Physics
1318,Dept. of Statistics
1319,Dept. of Physics
1320,Dept. of Physics
1321,Dept. of Botany
1322,Dept. of Statistics
1325,Dept. of Statistics
1326,Dept. of Soil Science
1327,Dept. of Statistics
1329,Dept. of Statistics
1332,Dept. of Statistics
1333,Dept. of Statistics
1335,Dept. of Statistics
1336,Dept. of Statistics
1338,Dept. of Statistics
1340,Dept. of Statistics
1341,Dept. of Statistics
1343,Dept. of Statistics
1344,Dept. of Statistics
1345,Dept. of Statistics
1346,Dept. of Zoology
1347,Dept. of Botany
1349,Dept. of Statistics
1351,Dept. of Zoology
1352,Dept. of Botany
1353,Dept. of Botany
1356,Dept. of Botany
1359,Dept. of Zoology
1360,Dept. of Zoology
1361,Dept. of Geography and Environmental Studies
1362,Dept. of Psychology
1364,Dept. of Psychology
1367,Dept. of Botany
1371,Dept. of Botany
1374,Dept. of Geography and Environmental Studies
1376,Dept. of Oceanography
1378,Dept. of Soil Science
1380,Dept. of Soil Science
1382,Dept. of Oceanography
1384,Dept. of Soil Science
1386,Dept. of Soil Science
1387,Dept. of Geography and Environmental Studies
1392,Dept. of Botany
1397,Dept. of Oceanography
1398,Dept. of Zoology
