Merit,Department
1608,Dept. of Islamic History and Culture
1611,Dept. of Islamic History and Culture
1613,Dept. of Islamic History and Culture
1617,Dept. of Philosophy
1618,Dept. of Bangladesh Studies
1621,Dept. of Islamic History and Culture
1622,Dept. of Islamic History and Culture
1623,Dept. of Islamic History and Culture
1629,Institute of Education and Research
1636,Dept. of Philosophy
1639,Institute of Education and Research
1640,Dept. of Islamic History and Culture
1642,Institute of Education and Research
1645,Dept. of Islamic History and Culture
1650,Dept. of Philosophy
1651,Dept. of Islamic History and Culture
1656,Dept. of Philosophy
1659,Dept. of Islamic History and Culture
1660,Dept. of Islamic History and Culture
1666,Dept. of Islamic History and Culture
1669,Dept. of Bangladesh Studies
1671,Institute of Education and Research
1675,Dept. of Islamic Studies
1676,Dept. of Islamic History and Culture
1682,Dept. of Islamic History and Culture
1688,Dept. of Islamic History and Culture
1691,Dept. of Philosophy
1698,Dept. of Philosophy
1699,Dept. of Islamic History and Culture
1702,Dept. of Philosophy
1705,Dept. of Islamic History and Culture
1706,Dept. of Philosophy
1708,Dept. of Philosophy
1709,Dept. of Islamic History and Culture
1713,Dept. of Islamic History and Culture
1720,Dept. of Arabic
1728,Dept. of Islamic Studies
1729,Dept. of Islamic History and Culture
1730,Dept. of Bangladesh Studies
1733,Institute of Education and Research
1737,Dept. of Arabic
1740,Dept. of Philosophy
1742,Dept. of Bangladesh Studies
1743,Institute of Education and Research
1747,Dept. of Philosophy
1749,Institute of Education and Research
1752,Dept. of Bangladesh Studies
1753,Dept. of Philosophy
1755,Dept. of Philosophy
1761,Dept. of Philosophy
1766,Dept. of Bangladesh Studies
1768,Dept. of Philosophy
1775,Dept. of Philosophy
1776,Dept. of Philosophy
1777,Institute of Education and Research
1778,Dept. of Philosophy
1779,Institute of Education and Research
1785,Dept. of Philosophy
1786,Dept. of Islamic Studies
1788,Institute of Education and Research
1791,Dept. of Philosophy
1793,Dept. of Bangladesh Studies
1795,Dept. of Philosophy
1796,Institute of Education and Research
1798,Institute of Education and Research
1802,Dept. of Philosophy
1803,Dept. of Philosophy
1804,Dept. of Philosophy
1805,Dept. of Bangladesh Studies
1806,Institute of Education and Research
1812,Dept. of Bangladesh Studies
1816,Dept. of Philosophy
1817,Dept. of Philosophy
1818,Dept. of Philosophy
1824,Dept. of Islamic Studies
1829,Dept. of Philosophy
1836,Dept. of Philosophy
1837,Dept. of Bangladesh Studies
1842,Dept. of Bangladesh Studies
1846,Dept. of Bangladesh Studies
1849,Institute of Education and Research
1850,Dept. of Philosophy
1851,Dept. of Philosophy
1854,Dept. of Philosophy
1855,Dept. of Bangladesh Studies
1862,Dept. of Philosophy
1866,Institute of Education and Research
1868,Dept. of Philosophy
1870,Dept. of Philosophy
1872,Dept. of Philosophy
1874,Dept. of Islamic Studies
1875,Dept. of Philosophy
1876,Dept. of Philosophy
1880,Dept. of Philosophy
1883,Dept. of Philosophy
1885,Dept. of Philosophy
1890,Dept. of Philosophy
1891,Dept. of Islamic Studies
1893,Dept. of Arabic
1894,Institute of Education and Research
1903,Dept. of Bangladesh Studies
1904,Dept. of Bangladesh Studies
1906,Dept. of Arabic
1909,Dept. of Philosophy
1912,Institute of Education and Research
1913,Institute of Education and Research
1921,Dept. of Philosophy
1923,Dept. of Bangladesh Studies
1924,Institute of Education and Research
1925,Dept. of Philosophy
1926,Dept. of Bangladesh Studies
1930,Institute of Education and Research
1932,Dept. of Philosophy
1933,Institute of Education and Research
1935,Institute of Education and Research
1936,Dept. of Bangladesh Studies
1937,Institute of Education and Research
1938,Dept. of Bangladesh Studies
1939,Dept. of Philosophy
1940,Dept. of Philosophy
1941,Dept. of Bangladesh Studies
1942,Dept. of Philosophy
1945,Dept. of Bangladesh Studies
1946,Dept. of Philosophy
1947,Dept. of Arabic
1948,Dept. of Bangladesh Studies
1949,Dept. of Bangladesh Studies
1950,Dept. of Philosophy
1952,Dept. of Philosophy
1953,Dept. of Philosophy
1954,Dept. of Philosophy
1957,Dept. of Philosophy
1958,Dept. of Bangladesh Studies
1961,Dept. of Philosophy
1963,Dept. of Philosophy
1964,Dept. of Philosophy
1965,Dept. of Philosophy
1966,Dept. of Bangladesh Studies
1967,Dept. of Bangladesh Studies
1968,Dept. of Philosophy
1969,Dept. of Philosophy
1970,Dept. of Philosophy
1972,Dept. of Philosophy
1973,Dept. of Bangladesh Studies
1974,Dept. of Philosophy
1975,Dept. of Philosophy
1976,Dept. of Philosophy
1977,Dept. of Bangladesh Studies
1979,Dept. of Philosophy
1982,Dept. of Philosophy
1983,Dept. of Philosophy
1984,Dept. of Philosophy
1985,Dept. of Bangladesh Studies
1986,Dept. of Philosophy
1987,Dept. of Bangladesh Studies
1990,Dept. of Philosophy
1991,Dept. of Philosophy
1992,Dept. of Philosophy
1993,Dept. of Philosophy
1995,Dept. of Sanskrit
1996,Dept. of Philosophy
1999,Dept. of Philosophy
2000,Dept. of Islamic Studies
2001,Dept. of Philosophy
2002,Dept. of Philosophy
2003,Dept. of Philosophy
2005,Dept. of Bangladesh Studies
2006,Dept. of Philosophy
2007,Dept. of Philosophy
2008,Dept. of Philosophy
2009,Dept. of Bangladesh Studies
2010,Dept. of Philosophy
2011,Dept. of Philosophy
2012,Institute of Education and Research
2013,Dept. of Bangladesh Studies
2014,Dept. of Bangladesh Studies
2016,Dept. of Bangladesh Studies
2017,Dept. of Bangladesh Studies
2018,Dept. of Philosophy
2021,Dept. of Philosophy
2022,Dept. of Philosophy
2025,Dept. of Philosophy
2027,Dept. of Philosophy
2028,Dept. of Philosophy
2029,Dept. of Bangladesh Studies
2030,Dept. of Philosophy
2031,Dept. of Philosophy
2032,Dept. of Philosophy
2033,Dept. of Bangladesh Studies
2034,Dept. of Bangladesh Studies
2036,Dept. of Bangladesh Studies
2037,Dept. of Philosophy
2038,Dept. of Bangladesh Studies
2039,Dept. of Philosophy
2040,Dept. of Philosophy
2041,Dept. of Philosophy
2042,Dept. of Philosophy
2043,Dept. of Persian Language & Literature
2044,Dept. of Arabic
2049,Dept. of Persian Language & Literature
2052,Dept. of Persian Language & Literature
2055,Dept. of Persian Language & Literature
2057,Dept. of Persian Language & Literature
2058,Dept. of Persian Language & Literature
2062,Institute of Education and Research
2064,Dept. of Persian Language & Literature
2065,Dept. of Islamic Studies
2067,Dept. of Persian Language & Literature
2070,Dept. of Persian Language & Literature
2072,Dept. of Persian Language & Literature
2073,Dept. of Arabic
2074,Dept. of Islamic Studies
2075,Dept. of Islamic Studies
2078,Dept. of Pali
2080,Dept. of Persian Language & Literature
2081,Dept. of Persian Language & Literature
2082,Dept. of Islamic Studies
2083,Dept. of Persian Language & Literature
2084,Dept. of Persian Language & Literature
2085,Dept. of Pali
2087,Dept. of Arabic
2088,Dept. of Pali
2090,Dept. of Persian Language & Literature
2091,Dept. of Sanskrit
2092,Dept. of Islamic Studies
2093,Dept. of Islamic Studies
2094,Dept. of Persian Language & Literature
2096,Dept. of Persian Language & Literature
2098,Dept. of Persian Language & Literature
2099,Dept. of Persian Language & Literature
2102,Dept. of Persian Language & Literature
2103,Dept. of Persian Language & Literature
2104,Dept. of Persian Language & Literature
2105,Dept. of Sanskrit
2106,Dept. of Pali
2107,Institute of Education and Research
2109,Dept. of Persian Language & Literature
2110,Dept. of Sanskrit
2112,Dept. of Persian Language & Literature
2113,Dept. of Sanskrit
2114,Dept. of Persian Language & Literature
2116,Dept. of Islamic Studies
2117,Dept. of Persian Language & Literature
2119,Dept. of Persian Language & Literature
2120,Dept. of Persian Language & Literature
2121,Dept. of Persian Language & Literature
2122,Institute of Education and Research
2123,Dept. of Persian Language & Literature
2124,Institute of Education and Research
2125,Institute of Education and Research
2126,Dept. of Persian Language & Literature
2127,Dept. of Pali
2128,Dept. of Persian Language & Literature
2130,Dept. of Persian Language & Literature
2131,Dept. of Persian Language & Literature
2132,Dept. of Persian Language & Literature
2133,Dept. of Persian Language & Literature
2134,Dept. of Persian Language & Literature
2135,Dept. of Persian Language & Literature
2137,Dept. of Persian Language & Literature
2138,Dept. of Persian Language & Literature
2139,Dept. of Persian Language & Literature
2140,Dept. of Persian Language & Literature
2141,Dept. of Persian Language & Literature
2142,Dept. of Persian Language & Literature
2143,Dept. of English
2144,Dept. of Persian Language & Literature
2145,Institute of Education and Research
2147,Dept. of Persian Language & Literature
2148,Institute of Education and Research
2150,Dept. of Persian Language & Literature
2151,Institute of Education and Research
2152,Dept. of Persian Language & Literature
2153,Institute of Education and Research
2154,Dept. of Pali
2155,Dept. of English
2156,Dept. of Persian Language & Literature
2157,Dept. of Persian Language & Literature
2158,Dept. of Islamic Studies
2161,Dept. of Pali
2162,Dept. of Pali
2163,Dept. of Pali
2166,Dept. of Pali
2167,Dept. of Pali
2168,Dept. of Pali
2169,Dept. of Pali
2172,Dept. of Pali
2175,Dept. of Pali
2176,Dept. of Pali
2177,Dept. of Pali
2179,Dept. of Pali
2183,Dept. of Pali
2184,Dept. of Pali
2185,Dept. of Islamic Studies
2186,Dept. of Pali
2187,Dept. of Pali
2189,Dept. of Pali
2190,Dept. of Pali
2191,Dept. of Pali
2192,Dept. of Pali
2194,Dept. of Pali
2195,Institute of Education and Research
2196,Dept. of Pali
2197,Dept. of Pali
2198,Dept. of Islamic Studies
2200,Dept. of Pali
2201,Dept. of Pali
2203,Dept. of Islamic Studies
2204,Dept. of Pali
2205,Institute of Education and Research
2206,Dept. of Pali
2207,Dept. of Pali
2208,Dept. of Pali
2209,Dept. of Pali
2211,Dept. of Sanskrit
2212,Dept. of Pali
2213,Dept. of Pali
2215,Dept. of Pali
2216,Dept. of Pali
2217,Dept. of Islamic Studies
2219,Dept. of Pali
2220,Dept. of Pali
2221,Institute of Education and Research
2222,Institute of Education and Research
2223,Institute of Education and Research
2224,Dept. of Pali
2226,Dept. of Pali
2227,Dept. of Pali
2228,Dept. of Pali
2229,Dept. of Islamic Studies
2230,Dept. of Pali
2231,Dept. of Pali
2233,Dept. of Pali
2234,Dept. of Pali
2236,Institute of Modern Languages
2237,Dept. of Pali
2238,Dept. of Pali
2239,Dept. of Pali
2240,Dept. of Pali
2241,Dept. of Pali
2242,Dept. of Pali
2243,Dept. of Islamic Studies
2246,Dept. of Pali
2247,Dept. of English
2248,Institute of Education and Research
2249,Dept. of Pali
2251,Dept. of Pali
2252,Dept. of Pali
2253,Dept. of Sanskrit
2254,Dept. of Pali
2258,Dept. of Sanskrit
2259,Dept. of Islamic Studies
2261,Institute of Education and Research
2264,Dept. of English
2267,Dept. of Islamic Studies
2270,Institute of Education and Research
2296,Institute of Modern Languages
2298,Institute of Education and Research
2316,Dept. of Islamic Studies
2320,Dept. of Arabic
2325,Institute of Education and Research
2332,Dept. of Sanskrit
2367,Dept. of Islamic Studies
2382,Dept. of Islamic Studies
2384,Institute of Modern Languages
2387,Dept. of Sanskrit
2415,Dept. of Sanskrit
2439,Dept. of Islamic Studies
2440,Institute of Education and Research
2444,Dept. of Arabic
2445,Dept. of Islamic Studies
2453,Dept. of Islamic Studies
2471,Dept. of Arabic
2480,Dept. of Sanskrit
2489,Dept. of Sanskrit
2495,Institute of Education and Research
2504,Dept. of Islamic Studies
2505,Dept. of Islamic Studies
2517,Dept. of English
2529,Dept. of Sanskrit
2545,Dept. of Islamic Studies
2546,Institute of Modern Languages
2550,Dept. of Arabic
2555,Institute of Education and Research
2579,Dept. of Islamic Studies
2588,Dept. of Sanskrit
2603,Dept. of Islamic Studies
2604,Dept. of Sanskrit
2614,Dept. of Sanskrit
2619,Dept. of Arabic
2623,Dept. of Islamic Studies
2632,Dept. of Sanskrit
2648,Dept. of Islamic Studies
2662,Dept. of Islamic Studies
2714,Dept. of Arabic
2726,Institute of Modern Languages
2730,Dept. of Sanskrit
2731,Dept. of Sanskrit
2736,Institute of Education and Research
2740,Dept. of Sanskrit
2751,Dept. of Islamic Studies
2754,Institute of Education and Research
2778,Dept. of Arabic
2781,Dept. of Islamic Studies
2788,Dept. of Islamic Studies
2798,Dept. of Sanskrit
2808,Dept. of Sanskrit
2828,Dept. of Islamic Studies
2859,Institute of Education and Research
2902,Dept. of Islamic Studies
2906,Dept. of Islamic Studies
2914,Institute of Modern Languages
2932,Dept. of Sanskrit
2993,Dept. of Islamic Studies
3025,Dept. of Sanskrit
3030,Dept. of Arabic
3045,Dept. of Islamic Studies
3052,Dept. of English
3054,Dept. of Sanskrit
3055,Dept. of Sanskrit
3059,Dept. of Sanskrit
3068,Dept. of Sanskrit
3070,Dept. of Sanskrit
3097,Dept. of Islamic Studies
3099,Dept. of English
3100,Institute of Modern Languages
3101,Institute of Education and Research
3128,Dept. of Islamic Studies
3136,Dept. of Islamic Studies
3166,Institute of Education and Research
3169,Dept. of Islamic Studies
3183,Institute of Education and Research
3197,Dept. of Sanskrit
3215,Dept. of Sanskrit
3217,Dept. of Sanskrit
3238,Dept. of Arabic
3239,Dept. of Islamic Studies
3245,Dept. of Sanskrit
3246,Dept. of Islamic Studies
3252,Dept. of Sanskrit
3256,Dept. of Sanskrit
3261,Dept. of Islamic Studies
3262,Dept. of Sanskrit
3267,Dept. of Islamic Studies
3281,Dept. of English
3289,Dept. of Sanskrit
3297,Dept. of English
3298,Dept. of Sanskrit
3301,Dept. of Islamic Studies
3303,Dept. of Islamic Studies
3305,Dept. of Islamic Studies
3320,Dept. of Sanskrit
3326,Dept. of Sanskrit
3338,Dept. of Sanskrit
3340,Dept. of Arabic
3346,Dept. of English
3348,Dept. of Sanskrit
3358,Dept. of Islamic Studies
3364,Dept. of Sanskrit
3378,Dept. of Islamic Studies
3392,Institute of Modern Languages
3393,Dept. of Sanskrit
3398,Dept. of Islamic Studies
3408,Dept. of Sanskrit
3419,Dept. of Islamic Studies
3427,Dept. of Sanskrit
3428,Dept. of Sanskrit
3434,Dept. of Sanskrit
3452,Dept. of Sanskrit
3453,Dept. of Islamic Studies
3462,Dept. of Sanskrit
3463,Institute of Modern Languages
3471,Dept. of Islamic Studies
3475,Dept. of Sanskrit
3483,Dept. of Islamic Studies
3484,Dept. of Islamic Studies
3492,Dept. of Sanskrit
3507,Dept. of Sanskrit
3512,Dept. of Sanskrit
3521,Dept. of Sanskrit
3523,Dept. of Islamic Studies
3546,Dept. of Sanskrit
3552,Dept. of Islamic Studies
3574,Dept. of Sanskrit
3581,Dept. of Sanskrit
3589,Dept. of Sanskrit
3600,Institute of Modern Languages
3615,Dept. of Sanskrit
3619,Dept. of Sanskrit
3624,Dept. of Islamic Studies
3646,Dept. of Islamic Studies
3655,Dept. of Sanskrit
3660,Dept. of Islamic Studies
3661,Dept. of Sanskrit
3665,Dept. of Islamic Studies
3666,Dept. of Islamic Studies
3667,Dept. of Sanskrit
3687,Dept. of Sanskrit
3689,Dept. of Sanskrit
3697,Dept. of Sanskrit
3723,Dept. of Islamic Studies
3727,Dept. of Sanskrit
3772,Dept. of Islamic Studies
3794,Institute of Education and Research
3814,Dept. of Arabic
3816,Dept. of Islamic Studies
3837,Dept. of Islamic Studies
3843,Dept. of Islamic Studies
3895,Dept. of Arabic
3909,Dept. of Islamic Studies
3917,Dept. of Islamic Studies
3918,Dept. of Arabic
3921,Institute of Education and Research
3963,Dept. of Islamic Studies
4005,Dept. of Arabic
4017,Dept. of Islamic Studies
4023,Dept. of Islamic Studies
4041,Dept. of Islamic Studies
4060,Dept. of Islamic Studies
4080,Dept. of Islamic Studies
4091,Dept. of Pali
4098,Dept. of Islamic Studies
4111,Dept. of Islamic Studies
4127,Dept. of Islamic Studies
4129,Dept. of Islamic Studies
4132,Dept. of Islamic Studies
4141,Institute of Education and Research
4144,Dept. of English
4167,Dept. of Islamic Studies
4195,Dept. of Arabic
4211,Dept. of Islamic Studies
4218,Institute of Modern Languages
4240,Dept. of Islamic Studies
4273,Dept. of Islamic Studies
4275,Dept. of Arabic
4284,Dept. of Islamic Studies
4288,Dept. of Islamic Studies
4291,Dept. of Islamic Studies
4340,Dept. of Islamic Studies
4341,Dept. of Islamic Studies
4344,Dept. of Islamic Studies
4354,Institute of Education and Research
4397,Dept. of Arabic
4399,Institute of Modern Languages
4401,Dept. of Islamic Studies
4416,Dept. of Islamic Studies
4421,Dept. of Islamic Studies
4430,Institute of Modern Languages
4450,Dept. of Arabic
4483,Dept. of Arabic
4484,Dept. of Arabic
4487,Dept. of Islamic Studies
4501,Dept. of Islamic Studies
4505,Dept. of Islamic Studies
4523,Dept. of Islamic Studies
4535,Dept. of Islamic Studies
4557,Dept. of Islamic Studies
4563,Dept. of Arabic
4573,Dept. of Arabic
4590,Dept. of Islamic Studies
4654,Dept. of Arabic
4663,Dept. of English
4715,Dept. of Pali
4723,Dept. of Islamic Studies
4726,Dept. of Arabic
4733,Dept. of Islamic Studies
4742,Dept. of Arabic
4746,Dept. of Islamic Studies
4769,Dept. of English
4785,Dept. of Arabic
