Merit,Department
166,Dept. of Computer Science and Engineering
168,Dept. of Applied Chemistry and Chemical Engineering
170,Dept. of Biochemistry and Molecular Biology
173,Dept. of Genetic Engineering and Biotechnology
174,Dept. of Applied Chemistry and Chemical Engineering
182,Dept. of Biochemistry and Molecular Biology
183,Dept. of Microbiology
186,Dept. of Biochemistry and Molecular Biology
188,Dept. of Biochemistry and Molecular Biology
189,Dept. of Biochemistry and Molecular Biology
191,Dept. of Computer Science and Engineering
194,Dept. of Biochemistry and Molecular Biology
197,Dept. of Computer Science and Engineering
199,Dept. of Computer Science and Engineering
201,Dept. of Chemistry
202,Dept. of Biochemistry and Molecular Biology
212,Dept. of Computer Science and Engineering
213,Dept. of Computer Science and Engineering
219,Dept. of Genetic Engineering and Biotechnology
220,Dept. of Computer Science and Engineering
225,Dept. of Applied Chemistry and Chemical Engineering
227,Dept. of Genetic Engineering and Biotechnology
230,Dept. of Biochemistry and Molecular Biology
232,Dept. of Genetic Engineering and Biotechnology
235,Dept. of Applied Chemistry and Chemical Engineering
236,Dept. of Computer Science and Engineering
240,Dept. of Computer Science and Engineering
242,Dept. of Biochemistry and Molecular Biology
246,Dept. of Genetic Engineering and Biotechnology
248,Dept. of Genetic Engineering and Biotechnology
251,Dept. of Biochemistry and Molecular Biology
253,Dept. of Computer Science and Engineering
254,Dept. of Computer Science and Engineering
255,Dept. of Biochemistry and Molecular Biology
257,Dept. of Microbiology
261,Dept. of Genetic Engineering and Biotechnology
262,Dept. of Genetic Engineering and Biotechnology
263,Dept. of Biochemistry and Molecular Biology
264,Dept. of Applied Chemistry and Chemical Engineering
266,Dept. of Applied Chemistry and Chemical Engineering
267,Dept. of Biochemistry and Molecular Biology
269,Dept. of Biochemistry and Molecular Biology
271,Dept. of Genetic Engineering and Biotechnology
273,Dept. of Biochemistry and Molecular Biology
277,Dept. of Applied Chemistry and Chemical Engineering
278,Dept. of Genetic Engineering and Biotechnology
280,Dept. of Biochemistry and Molecular Biology
282,Dept. of Biochemistry and Molecular Biology
284,Dept. of Biochemistry and Molecular Biology
287,Dept. of Chemistry
289,Dept. of Computer Science and Engineering
290,Dept. of Biochemistry and Molecular Biology
295,Dept. of Computer Science and Engineering
298,Dept. of Genetic Engineering and Biotechnology
301,Dept. of Microbiology
302,Dept. of Genetic Engineering and Biotechnology
306,Dept. of Biochemistry and Molecular Biology
308,Dept. of Microbiology
309,Dept. of Microbiology
310,Dept. of Genetic Engineering and Biotechnology
313,Dept. of Computer Science and Engineering
314,Dept. of Biochemistry and Molecular Biology
315,Dept. of Applied Chemistry and Chemical Engineering
319,Dept. of Applied Chemistry and Chemical Engineering
321,Dept. of Biochemistry and Molecular Biology
326,Dept. of Computer Science and Engineering
329,Dept. of Biochemistry and Molecular Biology
331,Dept. of Genetic Engineering and Biotechnology
333,Dept. of Applied Chemistry and Chemical Engineering
338,Dept. of Genetic Engineering and Biotechnology
340,Dept. of Genetic Engineering and Biotechnology
342,Dept. of Genetic Engineering and Biotechnology
347,Dept. of Computer Science and Engineering
348,Dept. of Computer Science and Engineering
349,Dept. of Biochemistry and Molecular Biology
350,Dept. of Applied Chemistry and Chemical Engineering
354,Dept. of Genetic Engineering and Biotechnology
355,Dept. of Computer Science and Engineering
357,Dept. of Computer Science and Engineering
358,Dept. of Applied Chemistry and Chemical Engineering
360,Dept. of Computer Science and Engineering
369,Dept. of Genetic Engineering and Biotechnology
370,Dept. of Genetic Engineering and Biotechnology
374,Dept. of Computer Science and Engineering
375,Dept. of Physics
381,Dept. of Computer Science and Engineering
382,Dept. of Forestry
384,Dept. of Biochemistry and Molecular Biology
386,Dept. of Computer Science and Engineering
387,Dept. of Microbiology
388,Dept. of Biochemistry and Molecular Biology
398,Dept. of Biochemistry and Molecular Biology
399,Dept. of Applied Chemistry and Chemical Engineering
400,Dept. of Chemistry
403,Dept. of Microbiology
404,Dept. of Computer Science and Engineering
408,Dept. of Computer Science and Engineering
410,Dept. of Biochemistry and Molecular Biology
420,Dept. of Computer Science and Engineering
421,Dept. of Microbiology
422,Dept. of Computer Science and Engineering
423,Dept. of Biochemistry and Molecular Biology
424,Dept. of Computer Science and Engineering
425,Dept. of Applied Chemistry and Chemical Engineering
426,Dept. of Computer Science and Engineering
428,Dept. of Computer Science and Engineering
431,Dept. of Biochemistry and Molecular Biology
432,Dept. of Microbiology
433,Dept. of Biochemistry and Molecular Biology
435,Dept. of Microbiology
440,Dept. of Microbiology
441,Dept. of Biochemistry and Molecular Biology
442,Dept. of Microbiology
446,Dept. of Computer Science and Engineering
447,Dept. of Biochemistry and Molecular Biology
448,Dept. of Applied Chemistry and Chemical Engineering
450,Dept. of Computer Science and Engineering
454,Dept. of Biochemistry and Molecular Biology
456,Dept. of Chemistry
457,Dept. of Biochemistry and Molecular Biology
459,Dept. of Microbiology
465,Dept. of Applied Chemistry and Chemical Engineering
466,Dept. of Microbiology
468,Dept. of Biochemistry and Molecular Biology
469,Dept. of Microbiology
471,Dept. of Applied Chemistry and Chemical Engineering
473,Dept. of Microbiology
477,Dept. of Microbiology
478,Dept. of Computer Science and Engineering
479,Dept. of Microbiology
481,Dept. of Computer Science and Engineering
482,Dept. of Microbiology
483,Dept. of Microbiology
486,Dept. of Applied Chemistry and Chemical Engineering
487,Dept. of Computer Science and Engineering
488,Dept. of Applied Chemistry and Chemical Engineering
489,Dept. of Applied Chemistry and Chemical Engineering
490,Dept. of Computer Science and Engineering
494,Dept. of Applied Chemistry and Chemical Engineering
501,Dept. of Microbiology
503,Dept. of Applied Chemistry and Chemical Engineering
505,Dept. of Applied Chemistry and Chemical Engineering
506,Dept. of Microbiology
511,Dept. of Computer Science and Engineering
514,Dept. of Applied Chemistry and Chemical Engineering
516,Dept. of Computer Science and Engineering
517,Dept. of Chemistry
518,Dept. of Microbiology
519,Dept. of Computer Science and Engineering
521,Dept. of Microbiology
524,Dept. of Applied Chemistry and Chemical Engineering
525,Dept. of Microbiology
526,Dept. of Microbiology
528,Dept. of Computer Science and Engineering
529,Dept. of Computer Science and Engineering
532,Dept. of Microbiology
534,Dept. of Microbiology
535,Dept. of Applied Chemistry and Chemical Engineering
536,Dept. of Chemistry
538,Dept. of Microbiology
540,Dept. of Applied Chemistry and Chemical Engineering
541,Dept. of Computer Science and Engineering
543,Dept. of Computer Science and Engineering
546,Dept. of Computer Science and Engineering
550,Dept. of Chemistry
554,Dept. of Computer Science and Engineering
556,Dept. of Microbiology
557,Dept. of Microbiology
558,Dept. of Computer Science and Engineering
559,Dept. of Microbiology
561,Dept. of Microbiology
565,Dept. of Computer Science and Engineering
566,Dept. of Microbiology
568,Dept. of Computer Science and Engineering
574,Dept. of Computer Science and Engineering
576,Dept. of Microbiology
581,Dept. of Microbiology
584,Dept. of Microbiology
588,Dept. of Microbiology
590,Dept. of Microbiology
592,Dept. of Computer Science and Engineering
594,Dept. of Chemistry
596,Dept. of Computer Science and Engineering
601,Dept. of Computer Science and Engineering
603,Dept. of Chemistry
612,Dept. of Computer Science and Engineering
613,Dept. of Chemistry
617,Dept. of Environmental Science
624,Dept. of Computer Science and Engineering
625,Dept. of Chemistry
627,Dept. of Forestry
632,Dept. of Computer Science and Engineering
634,Dept. of Chemistry
638,Dept. of Computer Science and Engineering
640,Dept. of Computer Science and Engineering
642,Dept. of Computer Science and Engineering
644,Dept. of Chemistry
646,Dept. of Computer Science and Engineering
647,Dept. of Chemistry
648,Dept. of Computer Science and Engineering
650,Dept. of Chemistry
651,Dept. of Chemistry
653,Dept. of Chemistry
658,Dept. of Chemistry
660,Dept. of Chemistry
662,Dept. of Chemistry
663,Dept. of Chemistry
664,Dept. of Chemistry
665,Dept. of Statistics
667,Dept. of Chemistry
670,Dept. of Chemistry
673,Dept. of Zoology
676,Dept. of Forestry
678,Dept. of Chemistry
680,Dept. of Chemistry
685,Dept. of Forestry
691,Dept. of Soil Science
693,Institute of Marine Sciences
695,Dept. of Chemistry
698,Dept. of Statistics
699,Dept. of Chemistry
700,Dept. of Chemistry
701,Dept. of Chemistry
703,Dept. of Fisheries
704,Dept. of Chemistry
707,Dept. of Mathematics
708,Dept. of Chemistry
710,Dept. of Chemistry
711,Institute of Marine Sciences
712,Dept. of Botany
716,Dept. of Chemistry
717,Dept. of Chemistry
719,Dept. of Chemistry
720,Dept. of Chemistry
721,Dept. of Physics
722,Dept. of Chemistry
725,Dept. of Chemistry
726,Dept. of Forestry
729,Dept. of Chemistry
730,Dept. of Chemistry
732,Dept. of Environmental Science
736,Dept. of Chemistry
740,Dept. of Chemistry
742,Dept. of Chemistry
743,Dept. of Mathematics
744,Dept. of Environmental Science
745,Dept. of Chemistry
749,Dept. of Chemistry
750,Dept. of Chemistry
752,Dept. of Chemistry
753,Dept. of Chemistry
754,Dept. of Mathematics
755,Dept. of Chemistry
756,Dept. of Chemistry
761,Dept. of Chemistry
762,Dept. of Chemistry
767,Dept. of Chemistry
773,Dept. of Chemistry
779,Dept. of Chemistry
780,Dept. of Chemistry
781,Dept. of Chemistry
782,Dept. of Chemistry
783,Dept. of Chemistry
784,Dept. of Statistics
787,Dept. of Chemistry
788,Dept. of Physics
791,Dept. of Chemistry
792,Dept. of Chemistry
798,Dept. of Forestry
800,Institute of Marine Sciences
802,Dept. of Chemistry
803,Dept. of Chemistry
808,Dept. of Statistics
809,Dept. of Chemistry
811,Dept. of Chemistry
812,Dept. of Statistics
815,Dept. of Chemistry
816,Dept. of Chemistry
819,Dept. of Fisheries
821,Dept. of Chemistry
822,Dept. of Chemistry
823,Dept. of Chemistry
824,Dept. of Psychology
825,Dept. of Chemistry
827,Dept. of Chemistry
828,Dept. of Chemistry
830,Dept. of Statistics
836,Dept. of Chemistry
838,Dept. of Chemistry
840,Dept. of Physics
841,Dept. of Chemistry
843,Dept. of Chemistry
846,Dept. of Forestry
847,Dept. of Chemistry
848,Dept. of Chemistry
853,Dept. of Chemistry
854,Dept. of Chemistry
855,Dept. of Electrical and Electronic Engineering
859,Dept. of Chemistry
861,Dept. of Chemistry
867,Dept. of Chemistry
868,Dept. of Chemistry
869,Dept. of Chemistry
871,Dept. of Chemistry
872,Dept. of Chemistry
873,Dept. of Chemistry
875,Dept. of Chemistry
876,Dept. of Chemistry
878,Dept. of Chemistry
880,Dept. of Chemistry
881,Dept. of Chemistry
882,Dept. of Chemistry
883,Dept. of Chemistry
889,Dept. of Chemistry
892,Dept. of Chemistry
895,Dept. of Chemistry
896,Dept. of Chemistry
902,Dept. of Chemistry
905,Dept. of Zoology
906,Dept. of Chemistry
911,Dept. of Chemistry
913,Dept. of Chemistry
916,Dept. of Chemistry
918,Dept. of Forestry
920,Dept. of Chemistry
923,Dept. of Statistics
925,Dept. of Chemistry
927,Dept. of Environmental Science
929,Dept. of Statistics
930,Dept. of Chemistry
933,Dept. of Forestry
934,Dept. of Forestry
935,Dept. of Forestry
936,Dept. of Forestry
937,Dept. of Fisheries
938,Dept. of Statistics
940,Dept. of Forestry
941,Dept. of Statistics
942,Institute of Marine Sciences
944,Dept. of Mathematics
945,Institute of Marine Sciences
946,Dept. of Statistics
947,Dept. of Forestry
948,Dept. of Fisheries
953,Dept. of Physics
955,Institute of Marine Sciences
956,Dept. of Statistics
957,Dept. of Physics
961,Dept. of Environmental Science
962,Dept. of Mathematics
964,Dept. of Physics
966,Dept. of Statistics
967,Dept. of Fisheries
968,Dept. of Physics
969,Dept. of Mathematics
972,Dept. of Physics
976,Institute of Marine Sciences
977,Dept. of Forestry
984,Dept. of Physics
988,Dept. of Physics
990,Dept. of Forestry
991,Dept. of Physics
992,Dept. of Physics
993,Dept. of Fisheries
994,Dept. of Mathematics
995,Dept. of Forestry
997,Dept. of Psychology
998,Dept. of Mathematics
1000,Dept. of Mathematics
1001,Dept. of Mathematics
1005,Dept. of Forestry
1006,Dept. of Electrical and Electronic Engineering
1008,Dept. of Mathematics
1010,Dept. of Mathematics
1011,Dept. of Mathematics
1012,Dept. of Forestry
1014,Dept. of Zoology
1015,Dept. of Fisheries
1016,Dept. of Mathematics
1017,Dept. of Forestry
1018,Dept. of Botany
1019,Dept. of Physics
1022,Dept. of Mathematics
1024,Dept. of Forestry
1026,Dept. of Statistics
1028,Dept. of Fisheries
1029,Dept. of Environmental Science
1030,Dept. of Statistics
1031,Dept. of Statistics
1034,Dept. of Botany
1036,Dept. of Forestry
1037,Dept. of Physics
1038,Dept. of Mathematics
1043,Dept. of Botany
1044,Dept. of Forestry
1046,Institute of Marine Sciences
1047,Dept. of Mathematics
1050,Dept. of Statistics
1052,Dept. of Physics
1055,Dept. of Physics
1056,Dept. of Mathematics
1057,Dept. of Forestry
1059,Dept. of Physics
1061,Dept. of Oceanography
1067,Dept. of Zoology
1068,Dept. of Botany
1071,Dept. of Mathematics
1077,Dept. of Physics
1081,Dept. of Forestry
1082,Dept. of Botany
1085,Dept. of Statistics
1087,Dept. of Physics
1088,Dept. of Mathematics
1089,Dept. of Psychology
1092,Dept. of Forestry
1093,Dept. of Forestry
1094,Dept. of Physics
1098,Dept. of Environmental Science
1099,Dept. of Forestry
1102,Dept. of Mathematics
1103,Dept. of Statistics
1104,Dept. of Physics
1105,Dept. of Forestry
1107,Dept. of Forestry
1108,Dept. of Fisheries
1113,Dept. of Environmental Science
1116,Dept. of Fisheries
1121,Dept. of Forestry
1122,Dept. of Environmental Science
1125,Dept. of Mathematics
1126,Institute of Marine Sciences
1127,Dept. of Forestry
1128,Dept. of Forestry
1129,Dept. of Physics
1134,Dept. of Statistics
1135,Dept. of Forestry
1146,Dept. of Mathematics
1147,Dept. of Environmental Science
1149,Dept. of Statistics
1155,Dept. of Physics
1156,Dept. of Physics
1158,Dept. of Forestry
1161,Dept. of Physics
1162,Dept. of Forestry
1163,Dept. of Forestry
1165,Dept. of Fisheries
1166,Dept. of Fisheries
1170,Dept. of Mathematics
1172,Dept. of Statistics
1173,Dept. of Mathematics
1174,Institute of Marine Sciences
1176,Dept. of Zoology
1178,Dept. of Statistics
1183,Dept. of Environmental Science
1184,Dept. of Statistics
1185,Dept. of Fisheries
1186,Dept. of Forestry
1187,Dept. of Zoology
1189,Dept. of Environmental Science
1191,Dept. of Forestry
1192,Dept. of Forestry
1193,Dept. of Physics
1194,Dept. of Zoology
1199,Dept. of Botany
1201,Dept. of Zoology
1203,Dept. of Fisheries
1204,Institute of Marine Sciences
1206,Dept. of Environmental Science
1207,Dept. of Mathematics
1208,Dept. of Geography and Environmental Studies
1213,Dept. of Mathematics
1214,Dept. of Fisheries
1215,Dept. of Mathematics
1220,Dept. of Zoology
1221,Dept. of Mathematics
1224,Dept. of Environmental Science
1225,Dept. of Mathematics
1226,Dept. of Physics
1228,Dept. of Mathematics
1229,Dept. of Physics
1230,Institute of Marine Sciences
1232,Dept. of Physics
1233,Dept. of Physics
1235,Dept. of Physics
1236,Dept. of Environmental Science
1237,Dept. of Mathematics
1238,Dept. of Mathematics
1243,Dept. of Physics
1244,Dept. of Fisheries
1253,Dept. of Zoology
1254,Dept. of Physics
1256,Dept. of Fisheries
1259,Institute of Marine Sciences
1263,Dept. of Mathematics
1271,Dept. of Environmental Science
1272,Dept. of Physics
1273,Dept. of Environmental Science
1275,Dept. of Physics
1276,Dept. of Fisheries
1280,Dept. of Physics
1283,Dept. of Environmental Science
1284,Dept. of Statistics
1285,Dept. of Statistics
1288,Dept. of Mathematics
1293,Dept. of Botany
1302,Dept. of Environmental Science
1303,Dept. of Environmental Science
1307,Dept. of Environmental Science
1308,Dept. of Statistics
1309,Dept. of Physics
1311,Dept. of Botany
1313,Dept. of Environmental Science
1314,Dept. of Environmental Science
1316,Dept. of Fisheries
1317,Dept. of Fisheries
1320,Institute of Marine Sciences
1321,Dept. of Statistics
1327,Dept. of Physics
1336,Dept. of Physics
1338,Dept. of Mathematics
1346,Dept. of Electrical and Electronic Engineering
1348,Dept. of Botany
1351,Dept. of Mathematics
1352,Dept. of Geography and Environmental Studies
1353,Dept. of Mathematics
1354,Dept. of Zoology
1355,Dept. of Physics
1362,Institute of Marine Sciences
1364,Dept. of Fisheries
1372,Dept. of Statistics
1375,Dept. of Botany
1376,Dept. of Environmental Science
1379,Dept. of Statistics
1380,Dept. of Environmental Science
1382,Dept. of Mathematics
1384,Dept. of Statistics
1385,Dept. of Environmental Science
1389,Dept. of Fisheries
1390,Dept. of Fisheries
1393,Dept. of Environmental Science
1394,Dept. of Statistics
1396,Dept. of Environmental Science
1398,Institute of Marine Sciences
1404,Dept. of Zoology
1406,Dept. of Physics
1407,Dept. of Fisheries
1408,Dept. of Fisheries
1418,Dept. of Environmental Science
1419,Dept. of Electrical and Electronic Engineering
1424,Dept. of Statistics
1429,Dept. of Physics
1439,Dept. of Physics
1440,Dept. of Statistics
1443,Institute of Marine Sciences
1444,Dept. of Environmental Science
1446,Dept. of Psychology
1449,Dept. of Physics
1451,Dept. of Mathematics
1456,Dept. of Electrical and Electronic Engineering
1458,Dept. of Botany
1460,Dept. of Environmental Science
1463,Dept. of Botany
1464,Dept. of Physics
1465,Dept. of Electrical and Electronic Engineering
1467,Institute of Marine Sciences
1469,Dept. of Environmental Science
1471,Dept. of Environmental Science
1473,Dept. of Electrical and Electronic Engineering
1478,Dept. of Mathematics
1480,Dept. of Physics
1481,Dept. of Physics
1484,Dept. of Mathematics
1490,Dept. of Physics
1491,Dept. of Environmental Science
1498,Dept. of Physics
1500,Dept. of Statistics
1501,Dept. of Physics
1502,Dept. of Environmental Science
1504,Dept. of Statistics
1505,Dept. of Physics
1508,Dept. of Statistics
1511,Dept. of Physics
1514,Dept. of Psychology
1516,Dept. of Physics
1517,Dept. of Physics
1518,Dept. of Mathematics
1520,Dept. of Statistics
1522,Dept. of Mathematics
1523,Dept. of Physics
1525,Dept. of Zoology
1528,Dept. of Statistics
1532,Dept. of Mathematics
1534,Dept. of Mathematics
1535,Dept. of Mathematics
1536,Dept. of Physics
1537,Dept. of Statistics
1538,Dept. of Geography and Environmental Studies
1544,Dept. of Statistics
1550,Dept. of Zoology
1551,Dept. of Mathematics
1552,Dept. of Psychology
1555,Dept. of Mathematics
1558,Institute of Marine Sciences
1559,Institute of Marine Sciences
1566,Dept. of Geography and Environmental Studies
1567,Dept. of Mathematics
1568,Dept. of Electrical and Electronic Engineering
1570,Dept. of Mathematics
1571,Dept. of Statistics
1572,Dept. of Electrical and Electronic Engineering
1577,Dept. of Mathematics
1578,Institute of Marine Sciences
1579,Dept. of Zoology
1582,Institute of Marine Sciences
1583,Dept. of Mathematics
1584,Dept. of Mathematics
1586,Dept. of Psychology
1587,Dept. of Botany
1588,Dept. of Statistics
1590,Dept. of Electrical and Electronic Engineering
1600,Dept. of Psychology
1601,Dept. of Statistics
1603,Dept. of Physics
1613,Dept. of Mathematics
1614,Dept. of Psychology
1619,Dept. of Statistics
1620,Dept. of Mathematics
1624,Dept. of Physics
1625,Dept. of Mathematics
1627,Dept. of Physics
1628,Dept. of Zoology
1631,Dept. of Physics
1634,Dept. of Physics
1637,Dept. of Statistics
1638,Dept. of Electrical and Electronic Engineering
1639,Dept. of Physics
1640,Dept. of Physics
1642,Dept. of Statistics
1643,Dept. of Mathematics
1647,Dept. of Mathematics
1656,Dept. of Statistics
1658,Dept. of Electrical and Electronic Engineering
1661,Dept. of Physics
1662,Dept. of Mathematics
1663,Dept. of Electrical and Electronic Engineering
1664,Institute of Marine Sciences
1665,Institute of Marine Sciences
1673,Dept. of Mathematics
1675,Dept. of Statistics
1676,Dept. of Physics
1682,Dept. of Physics
1686,Dept. of Physics
1688,Dept. of Geography and Environmental Studies
1697,Dept. of Mathematics
1700,Dept. of Physics
1701,Dept. of Statistics
1702,Dept. of Soil Science
1704,Dept. of Physics
1705,Dept. of Mathematics
1706,Dept. of Zoology
1707,Dept. of Physics
1710,Dept. of Statistics
1711,Dept. of Psychology
1715,Institute of Marine Sciences
1717,Dept. of Statistics
1725,Dept. of Mathematics
1726,Institute of Marine Sciences
1727,Dept. of Mathematics
1733,Dept. of Electrical and Electronic Engineering
1734,Dept. of Mathematics
1736,Dept. of Physics
1737,Dept. of Statistics
1738,Dept. of Mathematics
1739,Dept. of Mathematics
1748,Dept. of Electrical and Electronic Engineering
1749,Dept. of Botany
1750,Dept. of Botany
1752,Dept. of Mathematics
1754,Dept. of Statistics
1756,Dept. of Physics
1758,Dept. of Physics
1760,Dept. of Soil Science
1763,Dept. of Physics
1765,Dept. of Zoology
1766,Dept. of Botany
1767,Institute of Marine Sciences
1768,Dept. of Electrical and Electronic Engineering
1769,Dept. of Physics
1773,Dept. of Oceanography
1777,Dept. of Mathematics
1778,Dept. of Soil Science
1782,Dept. of Soil Science
1783,Dept. of Botany
1784,Institute of Marine Sciences
1786,Dept. of Physics
1789,Dept. of Mathematics
1791,Dept. of Statistics
1792,Institute of Marine Sciences
1793,Dept. of Mathematics
1794,Dept. of Mathematics
1797,Dept. of Zoology
1803,Dept. of Mathematics
1805,Dept. of Statistics
1806,Institute of Marine Sciences
1809,Dept. of Physics
1811,Dept. of Electrical and Electronic Engineering
1818,Dept. of Statistics
1819,Dept. of Mathematics
1820,Dept. of Electrical and Electronic Engineering
1821,Dept. of Soil Science
1822,Dept. of Statistics
1824,Dept. of Mathematics
1827,Dept. of Statistics
1829,Dept. of Statistics
1830,Dept. of Physics
1831,Dept. of Physics
1832,Dept. of Soil Science
1833,Dept. of Mathematics
1840,Dept. of Statistics
1846,Dept. of Statistics
1851,Dept. of Botany
1852,Dept. of Zoology
1854,Institute of Marine Sciences
1855,Institute of Marine Sciences
1856,Dept. of Botany
1858,Dept. of Mathematics
1859,Dept. of Statistics
1860,Dept. of Statistics
1861,Dept. of Statistics
1862,Dept. of Soil Science
1863,Dept. of Psychology
1867,Dept. of Mathematics
1875,Dept. of Physics
1877,Dept. of Mathematics
1880,Dept. of Statistics
1881,Dept. of Statistics
1887,Dept. of Botany
1890,Dept. of Electrical and Electronic Engineering
1892,Dept. of Mathematics
1893,Dept. of Physics
1894,Dept. of Zoology
1898,Dept. of Soil Science
1901,Dept. of Electrical and Electronic Engineering
1905,Dept. of Mathematics
1909,Institute of Marine Sciences
1910,Dept. of Mathematics
1912,Dept. of Statistics
1913,Dept. of Mathematics
1915,Dept. of Physics
1917,Dept. of Mathematics
1922,Dept. of Mathematics
1923,Dept. of Electrical and Electronic Engineering
1924,Institute of Marine Sciences
1925,Institute of Marine Sciences
1928,Dept. of Zoology
1932,Institute of Marine Sciences
1933,Institute of Marine Sciences
1934,Dept. of Zoology
1935,Institute of Marine Sciences
1938,Dept. of Physics
1940,Dept. of Botany
1942,Dept. of Soil Science
1944,Dept. of Mathematics
1945,Dept. of Statistics
1950,Dept. of Physics
1952,Dept. of Mathematics
1954,Dept. of Botany
1957,Institute of Marine Sciences
1962,Dept. of Mathematics
1963,Dept. of Mathematics
1964,Dept. of Physics
1965,Dept. of Electrical and Electronic Engineering
1971,Dept. of Botany
1973,Dept. of Physics
1975,Institute of Marine Sciences
1979,Dept. of Mathematics
1982,Dept. of Mathematics
1985,Dept. of Mathematics
1986,Dept. of Mathematics
1987,Dept. of Botany
1989,Dept. of Statistics
1990,Dept. of Botany
1991,Dept. of Physics
1994,Dept. of Geography and Environmental Studies
1996,Dept. of Mathematics
1997,Dept. of Statistics
1998,Dept. of Mathematics
2000,Dept. of Physics
2001,Dept. of Physics
2003,Dept. of Mathematics
2004,Dept. of Soil Science
2006,Dept. of Mathematics
2008,Dept. of Physics
2014,Dept. of Botany
2017,Dept. of Psychology
2018,Dept. of Statistics
2021,Dept. of Physics
2022,Dept. of Statistics
2024,Dept. of Psychology
2025,Dept. of Psychology
2030,Dept. of Oceanography
2031,Dept. of Physics
2033,Dept. of Mathematics
2034,Dept. of Physics
2037,Dept. of Statistics
2042,Dept. of Statistics
2043,Dept. of Physics
2047,Dept. of Physics
2050,Dept. of Zoology
2053,Dept. of Mathematics
2054,Dept. of Physics
2057,Dept. of Physics
2059,Dept. of Zoology
2060,Dept. of Soil Science
2065,Dept. of Statistics
2067,Dept. of Physics
2068,Dept. of Statistics
2073,Dept. of Mathematics
2076,Dept. of Mathematics
2077,Dept. of Physics
2086,Dept. of Statistics
2089,Dept. of Zoology
2092,Dept. of Oceanography
2094,Dept. of Geography and Environmental Studies
2095,Dept. of Zoology
2098,Dept. of Physics
2099,Dept. of Physics
2100,Dept. of Physics
2101,Dept. of Zoology
2103,Dept. of Zoology
2107,Dept. of Physics
2108,Dept. of Statistics
2109,Dept. of Geography and Environmental Studies
2112,Dept. of Mathematics
2114,Dept. of Mathematics
2116,Dept. of Mathematics
2117,Dept. of Mathematics
2119,Dept. of Statistics
2120,Dept. of Physics
2121,Dept. of Botany
2122,Dept. of Statistics
2123,Dept. of Mathematics
2128,Dept. of Mathematics
2132,Dept. of Zoology
2133,Dept. of Statistics
2135,Dept. of Oceanography
2137,Dept. of Geography and Environmental Studies
2144,Dept. of Psychology
2146,Dept. of Physics
2148,Dept. of Statistics
2150,Dept. of Physics
2152,Dept. of Mathematics
2153,Dept. of Physics
2155,Dept. of Electrical and Electronic Engineering
2157,Dept. of Soil Science
2167,Dept. of Botany
2168,Dept. of Statistics
2170,Dept. of Physics
2172,Dept. of Statistics
2174,Dept. of Statistics
2175,Dept. of Physics
2177,Dept. of Statistics
2178,Dept. of Botany
2179,Dept. of Statistics
2186,Dept. of Statistics
2189,Dept. of Statistics
2194,Dept. of Statistics
2195,Dept. of Statistics
2196,Dept. of Statistics
2199,Dept. of Soil Science
2201,Dept. of Statistics
2207,Dept. of Statistics
2208,Dept. of Statistics
2210,Dept. of Statistics
2212,Dept. of Soil Science
2214,Dept. of Soil Science
2215,Dept. of Electrical and Electronic Engineering
2216,Dept. of Electrical and Electronic Engineering
