Merit,Department
2945,Institute of Education and Research
2947,Dept. of Sanskrit
2953,Dept. of Islamic Studies
2961,Dept. of Islamic Studies
2984,Dept. of Islamic Studies
2999,Dept. of Islamic Studies
3006,Dept. of Arabic
3027,Dept. of Arabic
3031,Institute of Education and Research
3043,Dept. of Arabic
3059,Dept. of Pali
3068,Dept. of Arabic
3074,Dept. of Arabic
3087,Dept. of Arabic
3088,Dept. of Arabic
3089,Dept. of Arabic
3093,Institute of Education and Research
3126,Dept. of Arabic
3127,Dept. of Arabic
3150,Dept. of Arabic
3153,Institute of Education and Research
3157,Dept. of Arabic
3205,Dept. of Pali
3216,Dept. of Arabic
3221,Dept. of Arabic
3224,Dept. of Arabic
3225,Dept. of Arabic
3236,Dept. of Arabic
3237,Dept. of Arabic
3254,Institute of Education and Research
3265,Dept. of Arabic
3297,Dept. of Arabic
3317,Dept. of Arabic
3328,Dept. of Arabic
3332,Dept. of Arabic
3333,Dept. of Arabic
3334,Dept. of Arabic
3335,Dept. of Arabic
3348,Dept. of Arabic
3361,Dept. of Arabic
3375,Institute of Education and Research
3386,Dept. of Arabic
3387,Dept. of Arabic
3401,Dept. of Arabic
3418,Dept. of Arabic
3419,Dept. of Arabic
3422,Dept. of Arabic
3426,Dept. of Arabic
3427,Dept. of Arabic
3465,Institute of Education and Research
3502,Dept. of Pali
3513,Dept. of Arabic
3516,Dept. of Arabic
3525,Dept. of Arabic
3535,Dept. of Arabic
3541,Dept. of Arabic
3547,Dept. of Arabic
3550,Dept. of Arabic
3552,Dept. of Arabic
3556,Dept. of Arabic
3603,Dept. of Arabic
3640,Dept. of Arabic
3657,Dept. of Arabic
3669,Institute of Education and Research
3675,Institute of Education and Research
3677,Dept. of Arabic
3678,Dept. of Arabic
3688,Dept. of Arabic
3694,Dept. of Pali
3699,Dept. of Arabic
3701,Dept. of Pali
3705,Institute of Education and Research
3715,Dept. of Arabic
3721,Dept. of Arabic
3741,Dept. of Arabic
3756,Dept. of Arabic
3760,Dept. of Arabic
3764,Dept. of Arabic
3777,Dept. of Arabic
3797,Dept. of Arabic
3808,Dept. of Arabic
3824,Institute of Education and Research
3847,Dept. of Arabic
3849,Dept. of Arabic
3850,Dept. of Arabic
3851,Dept. of Arabic
3853,Dept. of Arabic
3868,Dept. of Arabic
3870,Dept. of Arabic
3886,Dept. of Arabic
3888,Institute of Education and Research
3981,Dept. of Arabic
3982,Dept. of Arabic
3985,Dept. of Arabic
3991,Dept. of Arabic
3992,Dept. of Arabic
3996,Dept. of Arabic
4018,Dept. of Arabic
4020,Dept. of Arabic
4062,Dept. of Arabic
4063,Dept. of Pali
4076,Institute of Education and Research
4087,Dept. of Arabic
4099,Institute of Education and Research
4101,Dept. of Arabic
4124,Dept. of Arabic
4137,Dept. of Arabic
4157,Institute of Education and Research
4181,Dept. of Arabic
4191,Dept. of Arabic
4201,Institute of Education and Research
4219,Dept. of Arabic
4239,Dept. of Arabic
4244,Dept. of Arabic
4248,Dept. of Arabic
4259,Dept. of Arabic
4328,Dept. of Pali
4694,Dept. of Pali
4940,Dept. of Pali
5030,Dept. of Pali
5223,Dept. of Pali
5430,Dept. of Pali
5475,Dept. of Pali
5542,Dept. of Pali
5726,Dept. of Pali
5779,Dept. of Pali
5791,Dept. of Pali
5854,Dept. of Pali
5909,Dept. of Pali
6227,Dept. of Pali
6279,Dept. of Pali
6294,Dept. of Pali
6322,Dept. of Pali
6366,Dept. of Pali
6507,Dept. of Pali
6540,Dept. of Pali
6776,Dept. of Pali
6866,Dept. of Pali
6888,Dept. of Pali
6934,Dept. of Pali
7224,Dept. of Pali
7393,Dept. of Pali
7495,Dept. of Pali
7868,Dept. of Pali
7959,Dept. of Pali
8074,Dept. of Pali
8417,Dept. of Pali
8673,Dept. of Pali
8846,Dept. of Pali
8847,Dept. of Pali
8871,Dept. of Pali
8881,Dept. of Pali
8915,Dept. of Pali
8924,Dept. of Pali
8953,Dept. of Pali
8956,Dept. of Pali
9094,Dept. of Pali
9185,Dept. of Pali
9191,Dept. of Pali
9209,Dept. of Pali
9497,Dept. of Pali
9510,Dept. of Pali
9682,Dept. of Pali
9692,Dept. of Pali
9780,Dept. of Pali
9823,Dept. of Pali
9878,Dept. of Pali
9975,Dept. of Pali
10043,Dept. of Pali
10053,Dept. of Pali
10188,Dept. of Pali
10196,Dept. of Pali
10434,Dept. of Pali
10702,Dept. of Pali
10734,Dept. of Pali
10812,Dept. of Pali
10841,Dept. of Pali
10908,Dept. of Pali
10942,Dept. of Pali
10975,Dept. of Pali
11007,Dept. of Pali
11040,Dept. of Pali
11055,Dept. of Pali
11122,Dept. of Pali
11147,Dept. of Pali
11219,Dept. of Pali
11231,Dept. of Pali
11342,Dept. of Pali
